"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,2,4,4,3,4,1,3,2,2
"2",4,2,3,1,1,1,1,2,3,2
"3",1,4,3,2,1,1,4,3,2,3
"4",1,1,2,4,2,1,2,2,3,4
"5",3,1,4,2,3,2,4,3,4,1
"6",3,4,1,2,2,3,1,4,3,1
"7",2,3,4,3,1,3,2,4,4,4
"8",2,1,3,1,4,4,3,4,3,3
"9",4,1,3,3,4,3,2,1,2,1
"10",4,3,1,3,4,1,3,3,4,3
"11",3,3,4,1,2,3,3,1,1,4
"12",2,2,1,2,4,2,1,1,2,4
"13",4,2,2,4,2,2,4,4,1,2
"14",3,1,1,3,1,4,2,3,1,3
"15",1,3,2,1,3,2,2,4,1,1
"16",3,4,3,4,3,2,1,1,4,3
"17",2,3,2,4,1,4,3,1,3,1
"18",2,4,4,3,4,1,3,2,1,2
"19",1,2,1,1,2,3,4,2,4,2
"20",4,4,2,2,3,4,4,2,2,4
