"","V1","V2","V3","V4","V5","V6","V7"
"1",4,2,4,4,4,3,3
"2",4,3,1,4,3,3,2
"3",2,3,1,1,1,3,3
"4",3,4,4,3,2,3,4
"5",1,1,2,3,1,3,2
"6",1,2,3,4,1,3,3
"7",2,1,4,4,1,1,2
"8",4,3,4,1,2,3,1
"9",4,2,3,2,1,4,4
"10",4,1,4,1,3,2,4
"11",1,3,3,3,3,2,1
"12",1,4,2,1,3,3,2
"13",4,2,1,1,1,1,2
"14",4,3,2,3,1,4,3
"15",2,2,4,4,2,2,1
"16",1,4,4,2,1,2,4
"17",4,1,1,3,2,2,4
"18",2,4,3,2,4,3,1
"19",3,4,1,1,4,4,4
"20",1,2,4,1,4,4,2
"21",1,2,1,3,3,1,4
"22",3,4,3,1,1,2,2
"23",2,2,2,1,3,2,1
"24",1,3,1,4,2,4,1
"25",1,4,4,3,3,4,3
"26",3,3,4,3,4,1,2
"27",2,1,3,4,3,4,4
"28",4,4,3,4,2,1,3
"29",3,2,1,2,2,4,1
"30",2,3,4,2,2,4,2
"31",2,4,1,3,1,1,1
"32",2,3,3,1,4,1,4
"33",1,1,3,1,2,1,3
"34",3,1,2,4,4,1,1
"35",4,1,3,3,4,4,1
"36",3,3,2,4,1,2,4
"37",1,3,2,2,2,1,4
"38",2,1,2,1,2,4,3
"39",2,2,2,3,4,3,4
"40",3,2,3,3,2,2,2
"41",3,1,1,2,3,3,3
"42",3,4,2,4,3,4,2
"43",4,4,2,2,3,1,1
"44",2,4,1,4,4,2,3
"45",3,1,3,2,1,3,1
"46",3,2,4,2,3,1,3
"47",4,3,2,2,4,2,3
"48",1,1,1,2,4,2,2
