"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,2,3,1,1,2,3,4,1
"2",3,2,3,4,4,4,4,1,2
"3",4,3,4,4,3,1,3,3,2
"4",3,4,1,1,2,1,2,1,2
"5",2,4,4,3,2,3,4,2,1
"6",3,1,4,2,2,3,1,3,4
"7",1,2,2,3,2,1,1,2,1
"8",3,3,2,2,1,1,4,3,4
"9",3,3,2,2,3,4,1,4,1
"10",2,1,4,3,4,1,2,4,3
"11",1,4,2,4,3,2,3,4,4
"12",2,1,1,4,1,4,2,3,2
"13",4,2,1,3,2,3,4,4,3
"14",2,3,1,3,4,3,1,1,4
"15",1,1,1,1,3,2,4,2,3
"16",4,1,2,2,4,2,3,1,1
"17",4,2,3,1,3,4,2,2,4
"18",1,3,4,2,1,4,3,1,3
"19",4,4,3,4,1,2,1,2,3
"20",1,4,3,1,4,3,2,3,2
