"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,3,3,1,2,1,1,1
"2",3,3,1,3,3,1,3,1
"3",1,3,3,2,3,1,2,3
"4",3,1,2,2,2,1,3,3
"5",1,1,1,2,3,3,3,2
"6",2,2,3,3,2,3,3,1
"7",3,2,1,1,2,3,1,2
"8",3,3,3,1,2,2,3,2
"9",1,2,1,1,2,2,3,3
"10",3,1,2,1,1,3,3,1
"11",1,1,3,1,1,3,1,3
"12",3,2,3,2,2,3,3,3
"13",1,2,1,3,2,1,1,3
"14",2,1,1,2,2,1,2,1
"15",1,3,1,1,2,3,2,1
"16",3,1,3,3,1,1,2,2
"17",3,3,1,3,1,3,2,3
"18",3,1,1,1,3,2,2,3
"19",1,1,2,1,3,1,1,2
"20",1,2,2,2,3,3,1,1
"21",2,2,3,1,3,2,2,1
"22",3,3,2,2,1,2,1,1
"23",2,2,1,1,1,1,3,2
"24",3,2,2,3,3,3,1,2
"25",2,3,2,1,1,1,2,3
"26",1,3,3,3,2,2,1,2
"27",1,1,2,3,2,2,2,1
"28",3,1,3,2,3,2,1,1
"29",2,1,2,3,2,3,2,3
"30",2,3,2,1,3,3,3,2
"31",2,1,1,3,1,2,1,1
"32",3,2,2,2,1,1,1,3
"33",2,1,3,3,3,2,3,3
"34",2,3,1,2,3,2,1,3
"35",1,3,2,3,1,2,3,2
"36",1,2,3,2,1,1,3,1
"37",2,3,3,2,1,3,2,2
"38",1,2,1,2,1,2,2,2
"39",2,2,2,3,3,1,2,2
