"","V1","V2","V3","V4","V5","V6"
"1",3,1,2,1,1,1
"2",3,3,3,4,4,4
"3",3,4,4,3,2,2
"4",1,4,3,3,3,4
"5",1,2,1,3,2,1
"6",1,3,2,4,4,2
"7",1,4,1,2,1,2
"8",4,3,4,1,1,3
"9",3,2,1,2,3,3
"10",3,4,2,1,4,2
"11",3,2,4,4,3,1
"12",1,1,2,2,1,3
"13",2,1,1,3,4,4
"14",4,2,4,3,4,3
"15",4,3,1,2,4,1
"16",2,3,2,3,3,1
"17",1,2,2,1,4,3
"18",2,1,3,3,4,1
"19",4,4,3,2,2,1
"20",3,4,1,1,2,4
"21",4,1,1,4,2,2
"22",4,3,2,3,2,4
"23",2,1,3,1,2,2
"24",2,4,4,2,4,3
"25",2,3,1,4,1,3
"26",2,2,4,2,1,4
"27",1,1,4,4,2,3
"28",2,4,3,4,1,1
"29",2,2,1,1,3,2
"30",3,2,2,4,1,4
"31",3,1,4,2,3,2
"32",4,2,3,3,1,2
"33",1,3,4,1,3,1
"34",4,4,2,4,3,3
"35",4,1,3,1,3,4
"36",1,3,3,2,2,4
