"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,2,1,3,1,2,1,2,1,3,2,3,1,3
"2",1,1,1,1,1,2,2,3,1,2,1,2,2,3
"3",1,1,2,3,1,2,3,2,2,1,3,1,1,1
"4",2,2,1,2,2,1,3,3,1,1,3,3,1,2
"5",3,3,1,2,3,3,3,2,2,3,3,2,3,3
"6",2,3,2,3,1,1,3,3,2,3,1,2,2,1
"7",3,2,1,3,3,1,2,3,3,3,2,1,2,1
"8",3,1,1,3,1,3,2,1,2,2,3,3,2,2
"9",1,1,3,2,3,1,2,2,1,3,2,3,3,1
"10",3,3,1,1,2,1,1,2,3,1,2,2,3,2
"11",1,2,2,1,3,3,1,2,3,2,3,3,2,3
"12",1,2,1,3,2,1,2,1,2,2,1,1,3,3
"13",3,1,1,1,2,2,3,1,1,2,2,2,3,1
"14",2,1,3,3,1,3,3,2,3,3,2,2,3,2
"15",2,1,2,1,2,1,2,1,3,3,3,2,1,3
"16",1,3,3,3,3,1,1,1,2,2,2,2,1,2
"17",2,3,1,1,3,3,2,2,2,1,1,1,1,1
"18",2,1,2,2,3,1,1,3,2,2,3,1,3,3
"19",3,1,2,1,3,2,1,3,2,3,1,3,1,2
"20",3,3,2,2,3,2,3,1,3,2,2,3,1,1
"21",1,2,3,1,3,2,3,1,1,3,3,1,2,2
"22",3,2,3,2,1,1,1,2,1,2,1,2,1,1
"23",1,3,2,1,1,1,3,2,2,1,2,3,2,3
"24",1,2,2,3,3,2,3,3,3,1,1,3,3,2
"25",3,2,3,1,2,3,3,3,2,2,2,1,1,3
"26",3,3,3,3,2,2,2,3,1,1,3,2,2,3
"27",3,1,3,2,2,1,3,2,3,1,1,1,2,2
"28",2,2,3,1,1,2,2,1,3,1,3,3,3,1
"29",2,3,3,2,1,2,1,1,3,3,1,1,2,3
"30",3,2,2,2,1,3,1,1,1,1,2,1,3,2
"31",1,2,1,2,2,3,1,1,2,3,1,3,2,1
"32",2,3,2,3,2,2,1,2,1,3,3,1,3,1
"33",1,1,3,2,2,3,1,3,3,1,2,2,2,1
"34",1,3,1,2,1,3,2,3,3,2,3,1,1,2
"35",2,1,2,3,3,3,2,1,1,1,1,2,1,3
"36",2,3,3,1,2,3,2,3,1,2,1,3,3,2
