"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,4,2,4,3,2,2,3,4,4,1
"2",4,1,3,2,3,3,3,1,3,1,4
"3",1,2,1,2,3,1,1,2,2,2,1
"4",2,2,1,4,4,1,4,4,3,3,2
"5",1,3,3,4,1,4,3,2,4,3,4
"6",4,2,1,2,1,4,2,4,3,3,1
"7",4,1,3,3,3,3,1,4,2,4,1
"8",1,4,4,1,3,2,4,2,3,2,4
"9",2,4,3,3,4,3,4,1,1,2,1
"10",3,2,3,2,1,2,4,4,4,4,4
"11",4,4,2,2,2,1,3,3,4,4,3
"12",2,4,4,3,3,4,2,3,2,4,4
"13",2,3,2,3,1,1,2,4,1,1,4
"14",2,1,1,3,2,1,3,2,4,1,4
"15",1,1,4,2,4,2,3,4,2,3,3
"16",1,1,3,2,2,4,1,3,1,2,4
"17",4,4,1,3,2,4,3,1,3,2,2
"18",4,3,2,2,4,2,4,2,4,1,1
"19",4,2,2,3,4,3,3,2,1,3,4
"20",3,2,2,1,3,4,1,4,4,1,3
"21",2,4,3,4,2,2,1,4,3,1,3
"22",2,2,4,1,3,2,3,1,1,1,2
"23",1,4,1,2,2,3,3,4,2,4,2
"24",3,2,1,4,3,4,4,3,1,2,3
"25",3,1,1,1,4,2,2,3,3,4,4
"26",3,1,2,2,1,1,4,1,2,2,2
"27",1,1,2,4,4,4,2,2,2,1,2
"28",4,4,3,4,1,3,4,3,1,3,2
"29",4,2,4,3,1,2,1,2,4,2,2
"30",3,3,3,1,3,1,3,4,4,2,2
"31",3,3,4,4,2,1,3,1,2,4,1
"32",2,3,2,1,4,4,3,4,1,3,1
"33",2,1,4,3,3,4,4,3,4,3,2
"34",2,3,4,1,1,1,1,3,3,3,1
"35",3,3,4,4,4,3,2,4,4,2,4
"36",2,2,2,4,1,3,1,1,3,4,3
"37",4,4,3,1,4,1,2,3,2,1,2
"38",3,1,2,4,1,2,3,3,3,2,1
"39",4,1,4,4,2,1,2,3,1,2,3
"40",4,2,3,1,2,4,4,2,2,4,3
"41",3,3,1,3,2,3,1,2,1,1,1
"42",1,1,3,1,2,3,2,1,4,3,1
"43",1,2,3,3,4,1,1,1,3,3,3
"44",1,3,1,1,1,3,4,3,3,1,3
"45",4,3,1,4,3,2,1,1,2,3,4
"46",1,2,4,3,2,3,4,4,2,1,1
"47",3,3,4,2,4,4,1,2,3,4,2
"48",3,4,2,1,2,2,1,2,1,3,4
"49",2,4,1,2,4,3,2,1,4,2,3
"50",1,3,2,3,3,1,4,1,1,4,3
"51",3,4,4,2,1,4,2,1,2,1,3
"52",2,1,1,1,1,2,2,2,1,4,2
