"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,2,1,3,3,3,2,1,3,3,3
"2",1,2,3,1,3,1,2,1,2,3,1
"3",1,2,1,2,2,1,3,1,1,1,2
"4",1,3,1,3,2,2,1,2,1,3,1
"5",3,2,2,1,3,3,2,2,1,1,1
"6",1,2,1,2,3,2,3,3,3,2,1
"7",3,1,2,3,3,1,1,1,1,2,2
"8",3,1,2,2,2,1,2,3,3,1,1
"9",1,1,2,1,2,2,1,1,2,1,3
"10",3,3,1,1,3,2,2,2,3,1,3
"11",3,3,3,2,1,2,3,1,2,3,1
"12",3,2,3,3,2,3,3,3,2,2,3
"13",3,3,2,2,2,3,1,1,3,2,1
"14",2,3,2,3,3,1,3,3,2,3,2
"15",2,1,1,3,1,3,3,2,2,1,1
"16",1,3,2,1,1,1,3,2,3,2,3
"17",2,1,3,2,3,2,3,2,1,2,3
"18",2,3,3,3,2,1,2,2,1,1,3
"19",2,2,2,3,1,2,1,3,3,1,2
"20",1,1,2,2,1,3,2,3,1,3,3
"21",3,1,1,1,2,2,3,3,2,3,2
"22",2,3,1,1,1,3,2,1,1,2,2
"23",2,2,3,1,1,1,1,3,1,2,1
"24",1,1,3,3,1,2,2,1,3,2,2
"25",1,3,3,2,3,3,1,3,2,1,2
"26",3,2,1,2,1,1,1,2,2,3,3
"27",2,1,3,1,2,3,1,2,3,3,2
