"","V1","V2","V3","V4","V5","V6"
"1",4,1,1,3,5,4
"2",3,2,3,1,1,4
"3",3,3,1,4,3,1
"4",5,4,1,4,1,5
"5",4,5,2,2,1,3
"6",1,4,2,1,2,1
"7",2,2,1,1,3,5
"8",5,2,5,4,4,5
"9",4,4,5,5,3,1
"10",1,1,1,2,1,2
"11",3,4,5,2,2,5
"12",2,2,5,2,5,1
"13",1,4,3,4,5,2
"14",3,1,2,5,2,5
"15",5,1,4,4,2,3
"16",2,1,2,5,4,2
"17",5,5,3,2,4,1
"18",1,5,5,1,3,4
"19",5,3,2,2,3,4
"20",4,3,4,1,5,5
"21",2,5,2,3,4,5
"22",1,2,5,5,3,3
"23",2,4,4,2,4,3
"24",5,5,3,3,2,4
"25",4,1,4,1,3,2
"26",2,3,3,2,2,3
"27",2,5,1,5,2,3
"28",3,5,4,5,5,4
"29",4,4,3,4,3,4
"30",1,3,4,3,2,2
"31",3,5,1,1,5,2
"32",4,2,3,5,1,2
"33",5,3,2,5,5,1
"34",3,1,4,3,4,1
"35",5,2,2,1,4,3
"36",4,2,1,3,2,1
"37",2,5,4,4,1,1
"38",2,1,5,3,1,4
"39",4,4,5,3,5,3
"40",1,1,3,2,5,5
"41",1,3,4,5,1,5
"42",3,2,3,4,4,3
"43",3,4,2,3,3,2
"44",5,3,5,1,1,2
"45",1,3,1,4,4,4
