"","V1","V2","V3","V4","V5","V6"
"1",2,1,1,1,3,4
"2",3,3,1,3,1,4
"3",3,2,2,2,2,3
"4",4,4,3,4,1,1
"5",4,2,3,2,3,2
"6",2,2,2,3,4,2
"7",3,4,2,1,1,3
"8",4,1,2,1,1,2
"9",1,4,1,4,2,3
"10",4,4,2,1,4,4
"11",4,4,1,4,3,2
"12",4,1,4,2,1,4
"13",1,1,3,2,4,3
"14",4,3,4,1,2,3
"15",1,4,3,2,3,3
"16",2,1,3,3,1,3
"17",1,2,3,1,2,4
"18",4,2,1,3,4,3
"19",3,1,1,4,4,3
"20",1,4,2,3,4,1
"21",3,4,3,3,2,2
"22",2,3,3,4,4,1
"23",4,1,4,3,4,1
"24",2,1,1,2,2,2
"25",1,1,4,4,3,2
"26",1,3,3,1,1,2
"27",3,1,2,4,2,1
"28",2,3,4,4,1,3
"29",3,1,3,1,3,1
"30",4,3,1,2,2,1
"31",1,2,1,3,1,1
"32",3,3,4,3,2,2
"33",3,2,1,1,3,1
"34",1,1,2,3,2,4
"35",1,2,4,2,1,1
"36",4,2,3,4,2,4
"37",4,3,2,3,3,3
"38",1,3,2,4,3,4
"39",2,4,4,3,3,4
"40",1,3,1,1,4,2
"41",2,2,4,1,4,3
"42",2,4,4,1,2,1
"43",3,2,4,4,3,4
"44",2,2,2,4,1,2
"45",2,3,2,2,3,1
"46",3,3,3,2,4,4
"47",2,4,1,2,1,4
"48",3,4,4,2,4,2
