"","V1","V2","V3","V4","V5","V6"
"1",3,3,2,2,1,3
"2",2,1,1,2,2,3
"3",1,3,3,1,2,3
"4",3,3,2,1,2,1
"5",1,2,1,1,3,1
"6",2,2,2,2,2,2
"7",2,2,2,2,2,2
"8",2,2,2,2,2,2
"9",3,3,1,2,3,2
"10",1,1,1,2,1,2
"11",1,3,1,2,2,1
"12",1,1,2,3,2,1
"13",3,3,3,3,1,2
"14",3,2,3,3,2,1
"15",1,3,2,3,3,3
"16",1,3,2,1,1,2
"17",2,1,3,3,1,3
"18",3,2,3,1,3,2
"19",2,3,1,3,1,1
"20",2,1,1,3,3,2
"21",1,1,3,2,1,1
"22",3,1,2,3,3,1
"23",3,1,3,2,3,3
"24",3,2,2,1,1,3
"25",3,2,1,3,2,3
"26",2,3,1,1,3,3
"27",1,2,3,3,3,2
"28",2,3,3,2,3,1
"29",1,2,1,3,1,3
"30",1,1,2,1,3,3
"31",2,1,3,1,2,2
"32",2,2,3,1,1,1
"33",3,1,1,1,1,1
