"","V1","V2","V3","V4","V5"
"1",1,3,1,1,3
"2",1,4,2,3,2
"3",4,4,4,2,1
"4",1,2,3,1,2
"5",2,2,1,4,2
"6",3,1,1,3,4
"7",2,3,2,3,1
"8",3,1,4,1,1
"9",1,1,1,2,1
"10",4,2,2,4,1
"11",4,3,3,4,2
"12",1,2,1,3,3
"13",1,3,4,4,1
"14",4,2,4,3,3
"15",2,4,2,1,1
"16",2,1,3,3,1
"17",4,1,2,2,2
"18",2,3,1,2,4
"19",1,1,4,2,3
"20",2,4,3,4,3
"21",2,4,4,1,3
"22",3,3,1,3,1
"23",3,1,2,4,3
"24",4,4,1,4,3
"25",1,4,3,3,4
"26",1,2,2,4,4
"27",4,3,3,1,4
"28",3,2,3,1,3
"29",3,3,4,4,4
"30",4,2,1,1,2
"31",4,1,3,3,4
"32",2,1,2,1,4
"33",3,2,3,2,1
"34",2,2,4,2,4
"35",4,3,2,2,3
"36",3,4,2,2,4
"37",3,4,1,1,2
"38",1,3,3,2,2
"39",3,4,4,3,2
"40",2,1,4,4,2
