"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",4,4,1,3,3,1,2,3
"2",3,1,3,1,4,3,1,2
"3",1,1,2,2,2,1,3,1
"4",2,2,3,1,3,4,4,1
"5",3,1,4,2,3,1,4,3
"6",2,3,4,2,3,3,1,4
"7",1,2,1,1,2,2,1,3
"8",2,1,1,3,2,3,4,4
"9",1,3,3,1,1,3,3,4
"10",4,1,2,2,1,4,2,3
"11",1,4,3,2,4,1,2,2
"12",4,2,2,1,4,2,3,4
"13",2,4,2,2,1,4,1,2
"14",4,3,2,3,3,3,1,1
"15",2,3,1,3,4,2,3,1
"16",1,4,2,4,3,3,4,2
"17",4,2,3,4,4,2,4,2
"18",3,3,3,4,2,1,1,4
"19",3,4,1,2,4,4,3,4
"20",4,3,4,3,2,4,4,3
"21",2,2,4,3,1,1,1,1
"22",2,4,3,4,1,2,3,3
"23",1,2,4,3,4,4,2,3
"24",3,1,4,4,1,3,3,2
"25",3,3,1,1,1,1,4,2
"26",4,4,4,1,2,2,2,1
"27",3,2,1,4,2,4,2,1
"28",1,1,2,4,3,2,2,4
