"","V1","V2","V3","V4","V5","V6"
"1",1,6,3,6,3,4
"2",6,4,2,6,4,4
"3",1,5,3,1,1,4
"4",1,1,1,2,2,2
"5",4,5,1,6,3,1
"6",5,3,1,3,3,5
"7",1,3,2,6,5,3
"8",2,4,6,2,5,4
"9",6,3,5,4,3,2
"10",6,5,5,1,2,2
"11",3,6,4,2,2,5
"12",3,5,2,4,3,6
"13",1,2,6,4,6,3
"14",1,3,5,4,1,1
"15",6,6,2,3,1,4
"16",3,3,5,1,1,3
"17",4,6,5,4,6,4
"18",2,6,1,2,4,6
"19",5,2,3,2,4,3
"20",4,2,4,3,4,4
"21",4,1,3,6,2,6
"22",5,6,6,3,4,1
"23",5,3,2,1,2,5
"24",2,2,5,1,3,6
"25",4,2,1,1,6,4
"26",1,5,5,3,6,6
"27",5,4,4,2,6,1
"28",5,6,1,5,6,3
"29",1,1,2,4,4,5
"30",5,1,5,5,3,4
"31",3,1,6,3,2,4
"32",3,4,3,3,5,5
"33",5,5,5,6,5,5
"34",2,5,2,3,2,1
"35",6,5,4,5,4,6
"36",2,1,4,3,6,2
"37",6,3,3,2,6,6
"38",2,5,3,4,5,2
"39",3,6,6,6,1,2
"40",1,4,6,5,2,5
"41",3,2,1,5,5,6
"42",2,3,4,6,6,5
"43",3,4,2,2,6,2
"44",4,6,3,1,5,2
"45",4,2,4,2,1,6
"46",2,2,3,5,3,2
"47",4,3,6,5,5,2
"48",3,1,5,6,4,1
"49",5,2,3,5,1,1
"50",6,4,1,4,2,3
"51",2,4,1,5,1,5
"52",6,1,6,1,5,5
"53",3,3,1,1,4,1
"54",4,5,6,2,3,3
"55",4,1,2,3,1,3
"56",1,4,4,1,3,1
"57",6,1,2,4,5,1
"58",5,4,6,4,1,6
"59",2,6,4,5,4,3
"60",6,2,4,6,2,3
