"","V1","V2","V3","V4","V5","V6","V7"
"1",4,3,4,4,4,4,3
"2",4,2,3,1,1,3,4
"3",3,1,4,1,4,1,4
"4",1,1,3,4,2,2,4
"5",2,1,4,3,1,4,3
"6",2,3,1,2,1,1,4
"7",2,3,4,1,2,3,2
"8",2,2,2,4,1,4,4
"9",4,4,2,2,1,4,1
"10",3,4,1,4,2,3,3
"11",3,1,1,1,1,3,2
"12",1,3,2,4,4,1,3
"13",4,4,4,3,2,1,4
"14",1,3,2,2,3,2,2
"15",3,3,3,4,3,2,4
"16",4,1,1,3,3,3,4
"17",1,3,1,4,1,3,1
"18",2,2,3,2,3,1,3
"19",3,2,4,4,1,1,2
"20",2,4,2,1,3,4,4
"21",3,1,2,3,1,2,3
"22",3,4,3,2,4,3,3
"23",3,2,3,3,3,4,2
"24",1,2,2,1,2,1,2
"25",1,1,3,1,3,4,1
"26",4,3,3,3,1,2,2
"27",1,2,1,2,4,4,3
"28",1,4,3,3,2,4,2
"29",3,3,2,1,2,4,3
"30",4,1,4,2,2,3,1
"31",4,1,2,2,4,2,2
"32",2,4,4,4,3,3,1
"33",4,2,1,2,2,2,3
"34",1,4,4,1,1,2,3
"35",2,4,1,3,4,2,4
"36",4,4,1,1,3,1,2
"37",2,1,2,4,4,3,2
"38",4,2,2,4,3,1,1
"39",3,3,3,1,4,2,1
"40",2,1,1,3,2,1,1
"41",2,4,3,2,2,1,1
"42",1,2,4,3,4,2,1
"43",1,2,4,2,3,3,4
"44",3,3,1,3,4,4,1
