"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",1,2,3,1,2,3,3,1,2,1,3,1,3,2,2
"2",1,1,1,2,1,2,3,3,1,2,1,2,3,2,1
"3",2,1,2,3,1,3,1,2,1,2,1,1,2,3,3
"4",3,3,1,1,3,1,1,1,2,2,1,1,2,2,3
"5",1,2,2,1,2,1,2,2,1,1,1,3,3,3,3
"6",3,1,1,2,1,1,1,2,2,3,2,3,1,1,2
"7",2,3,1,1,2,3,2,2,1,3,2,1,1,1,1
"8",3,1,2,2,2,3,3,1,1,3,3,3,2,3,2
"9",3,2,1,2,3,3,1,2,1,1,3,2,3,2,1
"10",1,2,2,3,1,2,1,1,3,2,3,1,2,1,1
"11",2,3,2,3,3,2,1,1,3,1,3,3,3,2,2
"12",1,1,2,3,2,1,2,3,2,3,3,1,1,2,3
"13",1,3,1,2,1,2,2,1,2,3,3,2,3,3,3
"14",3,3,3,3,1,1,2,2,2,2,1,3,3,1,2
"15",2,1,1,1,1,1,3,2,3,2,3,1,2,3,2
"16",2,2,1,2,1,3,3,1,2,1,1,3,2,1,3
"17",3,2,3,2,1,2,2,1,1,1,2,1,1,2,3
"18",3,3,2,2,2,3,2,1,3,1,1,2,1,3,1
"19",2,2,1,3,2,1,1,1,1,3,1,2,3,1,2
"20",2,1,3,1,3,2,1,2,2,1,3,2,1,3,3
"21",2,3,3,1,1,3,1,3,3,2,2,2,3,1,3
"22",3,3,2,2,2,1,3,3,2,1,3,1,2,1,1
"23",2,1,3,2,2,1,1,3,3,1,1,3,2,2,1
"24",1,2,1,1,2,2,1,3,1,2,3,3,2,1,3
"25",1,3,1,2,2,1,1,3,3,1,2,1,1,3,2
"26",3,2,3,3,3,1,2,2,3,3,3,2,2,3,3
"27",2,3,3,1,1,1,2,2,1,2,3,3,1,2,1
"28",2,1,3,2,3,3,2,3,2,3,3,3,3,1,2
"29",1,3,3,3,1,2,3,3,1,1,2,2,2,3,2
"30",2,3,2,3,2,3,3,3,3,3,1,1,3,2,2
"31",3,3,2,1,3,3,3,3,2,2,2,3,2,3,3
"32",1,2,3,2,3,2,3,2,3,2,1,1,1,1,3
"33",3,1,1,3,2,2,3,2,3,1,2,3,3,2,3
"34",1,1,1,3,3,3,2,2,2,1,2,1,2,1,1
"35",1,3,3,2,3,3,1,2,1,3,1,2,2,2,2
"36",2,1,3,2,3,1,2,1,1,2,2,1,3,3,1
"37",1,2,2,1,3,1,3,2,3,3,2,2,3,2,1
"38",1,2,3,3,2,3,1,1,2,2,2,3,1,3,1
"39",2,2,1,3,3,2,3,3,2,3,1,3,1,3,1
"40",3,1,3,1,2,2,3,1,3,3,2,2,2,1,1
"41",2,3,2,3,3,1,3,1,1,2,2,2,1,1,3
"42",1,1,2,1,1,2,2,1,3,3,1,3,1,2,2
"43",3,2,2,1,1,2,1,3,2,3,2,1,3,3,1
"44",3,1,2,1,3,2,2,3,1,1,1,2,1,1,2
"45",3,2,1,3,1,3,2,3,3,2,3,2,1,2,2
