"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,2,3,3,3,1,3,2
"2",1,3,1,3,1,2,1,2
"3",2,1,3,1,1,3,3,2
"4",3,2,3,1,3,2,3,1
"5",2,2,2,3,3,3,1,3
"6",1,2,2,1,1,2,2,3
"7",2,3,1,3,2,2,3,1
"8",1,2,1,2,2,1,3,3
"9",3,1,1,1,2,2,1,3
"10",3,3,1,2,3,1,1,1
"11",1,3,3,1,2,1,1,3
"12",3,1,3,3,1,2,2,3
"13",1,2,1,1,3,3,2,2
"14",1,1,2,3,2,3,3,3
"15",2,2,2,2,2,2,2,2
"16",3,3,2,1,1,3,1,2
"17",2,2,3,3,1,1,1,1
"18",1,1,3,2,2,3,1,1
"19",2,1,3,2,3,1,2,3
"20",3,1,1,3,2,1,2,2
"21",3,3,3,3,3,3,2,3
"22",1,3,2,2,3,3,2,1
"23",3,2,3,2,2,2,1,2
"24",2,1,2,2,1,2,3,1
"25",1,3,3,2,1,2,3,2
"26",3,1,1,2,3,3,3,2
"27",3,3,2,2,1,1,3,3
"28",3,2,1,3,1,3,2,1
"29",1,1,2,3,3,2,1,1
"30",3,2,2,1,2,1,3,1
"31",1,1,1,1,1,1,2,1
"32",2,2,1,2,1,3,1,3
"33",2,1,2,1,3,1,1,2
"34",2,3,1,1,3,2,3,3
"35",2,3,3,1,2,3,2,1
"36",2,3,2,3,2,1,2,2
