"","V1","V2","V3","V4","V5","V6","V7"
"1",5,3,2,2,2,1,1
"2",3,1,5,4,4,3,1
"3",5,2,3,1,4,5,4
"4",3,5,3,5,1,4,1
"5",5,4,2,4,3,4,4
"6",2,4,2,5,4,1,2
"7",1,2,3,4,1,1,3
"8",3,3,5,1,3,2,5
"9",1,2,4,2,3,3,1
"10",2,5,3,3,5,5,3
"11",4,2,1,3,5,4,1
"12",1,3,5,5,5,4,4
"13",2,5,5,3,2,1,4
"14",1,5,2,2,4,3,5
"15",4,4,4,2,1,4,5
"16",4,5,1,1,2,3,3
"17",2,1,1,2,5,2,4
"18",4,2,4,5,2,2,2
"19",3,4,1,4,1,2,4
"20",2,2,4,4,2,5,5
"21",3,3,4,1,5,1,3
"22",3,1,2,5,3,5,3
"23",2,1,2,1,1,4,2
"24",4,1,3,3,4,1,5
"25",1,4,3,1,3,2,1
"26",1,3,1,3,2,5,2
"27",5,5,4,4,5,2,2
"28",5,1,5,3,1,3,3
"29",5,3,1,5,3,3,5
"30",4,4,5,2,4,5,2
