"","V1","V2","V3","V4","V5","V6"
"1",5,5,5,3,2,3
"2",3,1,4,5,1,3
"3",3,2,4,2,2,1
"4",2,1,5,1,3,5
"5",2,4,3,2,5,3
"6",4,5,4,1,1,1
"7",2,1,4,4,5,4
"8",5,1,5,4,3,1
"9",5,1,2,2,1,4
"10",5,2,1,3,5,2
"11",4,4,1,4,5,5
"12",2,4,5,5,2,2
"13",1,1,2,5,5,2
"14",3,5,4,3,5,2
"15",4,3,5,3,1,5
"16",4,2,5,5,4,4
"17",1,5,1,2,3,2
"18",5,4,4,4,2,4
"19",2,4,1,2,2,5
"20",5,4,2,1,3,4
"21",2,5,2,4,4,3
"22",3,1,1,3,4,5
"23",4,1,4,2,4,2
"24",2,3,5,4,3,3
"25",3,3,2,1,1,2
"26",1,5,4,5,3,5
"27",1,3,4,3,4,1
"28",4,5,3,4,3,2
"29",2,1,3,3,2,1
"30",1,3,4,1,2,4
"31",5,3,4,2,4,5
"32",3,1,3,3,3,3
"33",2,5,2,3,1,4
"34",3,4,2,1,5,1
"35",2,3,1,5,1,3
"36",1,3,2,3,4,4
"37",2,2,1,1,4,1
"38",3,5,3,1,2,5
"39",3,4,3,5,4,4
"40",4,4,1,3,1,2
"41",1,4,3,4,1,1
"42",4,2,2,4,2,1
"43",5,5,1,5,4,1
"44",5,3,3,2,3,2
"45",1,4,5,1,4,3
"46",5,2,3,5,1,5
"47",1,2,1,4,2,4
"48",3,3,5,5,5,1
"49",4,5,5,2,5,4
"50",1,2,5,2,1,2
"51",3,2,2,4,3,5
"52",5,2,3,1,5,3
"53",4,1,1,1,2,3
"54",4,3,2,5,3,3
"55",1,2,3,2,5,5
