"","V1","V2","V3","V4","V5"
"1",3,2,4,1,2
"2",1,4,3,3,2
"3",1,3,3,1,1
"4",3,2,1,4,4
"5",3,1,4,2,3
"6",4,1,3,2,4
"7",4,2,4,3,1
"8",2,2,1,1,4
"9",4,2,2,2,4
"10",3,4,2,1,4
"11",2,3,3,1,3
"12",3,4,3,4,3
"13",3,3,1,1,3
"14",1,2,4,4,3
"15",3,4,3,3,4
"16",2,4,4,2,4
"17",2,4,1,2,1
"18",3,4,1,3,2
"19",4,1,1,1,1
"20",3,3,4,2,1
"21",2,1,1,3,3
"22",1,4,2,1,2
"23",2,1,2,4,4
"24",1,4,2,4,3
"25",3,3,2,4,1
"26",2,1,4,3,2
"27",1,1,4,1,4
"28",2,2,2,1,1
"29",2,3,4,3,3
"30",4,3,3,4,3
"31",1,1,3,4,1
"32",4,3,2,2,2
"33",4,2,1,4,2
"34",1,1,1,2,2
"35",4,4,4,1,2
"36",1,3,2,2,4
"37",2,1,3,1,2
"38",1,2,1,3,1
"39",3,1,2,3,1
"40",2,2,3,3,4
"41",2,3,1,4,2
"42",3,2,3,2,1
"43",1,3,1,3,4
"44",2,4,4,4,1
"45",4,4,1,2,3
"46",1,2,2,2,3
"47",4,2,3,1,3
"48",3,1,3,4,2
"49",4,3,4,4,4
"50",4,1,2,3,3
"51",4,4,2,3,1
"52",1,3,4,2,2
