"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",4,2,4,1,3,4,1,2,2
"2",4,1,2,2,1,4,3,2,3
"3",4,2,1,4,3,2,3,1,2
"4",3,1,4,4,1,2,2,3,2
"5",2,3,4,2,3,1,3,4,1
"6",1,3,3,4,2,2,1,2,3
"7",1,3,1,2,3,2,4,2,4
"8",3,4,4,2,2,2,1,1,1
"9",4,4,3,3,4,2,4,4,2
"10",2,4,2,4,2,3,4,2,1
"11",4,4,2,3,1,1,2,1,3
"12",1,2,3,2,1,1,4,1,2
"13",2,4,1,1,4,1,2,3,2
"14",2,3,1,3,1,4,1,2,2
"15",1,3,2,1,2,4,3,4,2
"16",3,4,1,4,3,3,1,4,3
"17",3,1,2,1,4,2,3,2,1
"18",1,4,4,3,1,3,3,3,4
"19",3,4,3,1,3,4,3,1,4
"20",3,2,1,2,1,3,4,3,1
"21",1,3,3,3,4,4,2,1,1
"22",2,2,2,4,4,4,4,3,3
"23",2,1,1,1,2,3,2,1,3
"24",3,2,3,4,4,1,2,2,4
"25",4,3,2,2,4,3,1,3,4
"26",3,1,1,3,2,1,3,4,4
"27",4,3,4,1,2,1,4,3,3
"28",1,1,4,2,4,3,2,4,3
"29",2,1,4,3,3,3,4,1,4
"30",2,2,3,1,1,2,1,4,4
"31",4,2,3,4,2,4,2,4,1
"32",1,1,2,3,3,1,1,3,1
