"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,1,1,3,1,2,3,3,2,3
"2",1,1,1,1,2,1,2,1,3,2
"3",3,2,3,2,3,3,1,2,3,1
"4",2,2,1,2,2,2,1,3,3,2
"5",2,3,1,1,2,2,2,2,2,1
"6",1,1,2,3,3,3,2,1,2,1
"7",3,1,2,2,2,1,1,1,2,1
"8",1,3,2,1,2,3,1,2,3,3
"9",2,3,3,3,2,2,3,1,1,1
"10",1,2,2,2,3,2,3,1,3,3
"11",2,2,3,1,1,1,3,3,3,1
"12",2,1,2,1,1,3,1,3,1,2
"13",1,2,1,2,3,1,2,3,1,1
"14",3,1,2,1,3,2,3,2,1,1
"15",3,3,1,2,1,3,2,3,2,1
"16",1,2,3,3,1,2,1,2,2,2
"17",3,2,1,1,1,1,1,2,2,3
"18",3,3,2,2,1,2,2,1,3,2
"19",1,3,2,2,1,1,3,2,1,3
"20",3,2,2,3,2,3,3,3,2,2
"21",2,1,1,3,3,2,1,2,2,3
"22",2,2,3,3,1,3,2,1,3,3
"23",1,1,3,2,2,3,2,2,1,2
"24",2,3,1,3,3,3,1,1,1,2
"25",1,3,2,3,2,1,1,3,3,1
"26",2,2,2,3,3,1,2,3,1,3
"27",2,1,1,2,1,3,3,2,3,1
"28",2,1,3,2,2,1,3,1,2,3
"29",3,2,1,1,2,3,3,1,1,3
"30",1,3,3,1,3,3,3,3,2,2
"31",1,2,2,1,1,2,1,1,1,1
"32",2,3,3,1,3,1,2,1,2,2
"33",3,1,3,3,1,1,2,2,1,2
"34",3,1,3,1,3,2,2,3,3,3
"35",3,3,3,2,2,2,1,3,1,3
"36",3,3,1,3,3,1,3,2,3,2
