"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",4,6,5,6,4,1,4,1,3,3,6,5
"2",2,4,4,6,5,2,6,3,6,6,2,3
"3",3,2,2,1,5,3,3,1,6,3,6,1
"4",4,5,1,3,6,2,2,6,5,1,4,3
"5",1,2,3,6,6,3,1,3,2,5,4,5
"6",6,2,4,4,1,2,4,5,3,6,5,1
"7",5,4,2,2,6,5,6,4,3,5,6,5
"8",1,1,1,4,2,4,4,2,5,4,5,6
"9",4,1,4,1,4,5,1,4,5,6,1,4
"10",2,5,3,2,1,5,3,1,1,6,4,4
"11",3,3,4,5,1,6,6,2,4,1,6,3
"12",1,5,5,3,3,4,2,6,2,5,6,2
"13",1,3,5,2,6,1,4,5,4,4,1,2
"14",4,4,6,3,2,1,2,2,6,5,3,6
"15",5,6,1,5,5,4,5,2,4,5,3,2
"16",6,6,3,5,4,6,1,5,6,4,5,4
"17",3,3,1,5,3,6,3,6,3,6,2,6
"18",3,1,3,5,4,1,5,6,1,1,3,4
"19",3,6,6,1,2,3,6,4,1,4,4,3
"20",5,1,5,4,6,6,2,2,1,3,3,3
"21",5,3,1,2,2,1,1,3,2,2,5,2
"22",2,4,6,4,4,4,1,1,3,1,2,1
"23",6,5,4,1,5,3,3,3,2,1,2,6
"24",6,1,6,6,3,3,3,4,5,2,4,2
"25",2,6,2,4,1,2,2,4,4,2,1,5
"26",5,3,5,2,1,4,5,6,6,3,2,5
"27",4,4,2,6,2,5,4,5,1,3,1,1
"28",1,5,3,1,3,6,5,3,5,2,3,1
"29",2,2,6,3,5,5,5,5,4,2,5,6
"30",6,2,2,3,3,2,6,1,2,4,1,4
