"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,4,2,3,1,1,4,1,2,3,2,4
"2",2,1,4,1,1,3,4,4,3,2,2,3
"3",2,2,2,3,4,1,1,4,3,1,3,4
"4",2,2,1,2,2,4,3,3,1,4,4,4
"5",3,4,4,4,4,3,2,2,1,2,4,3
"6",2,2,1,4,4,3,3,1,3,3,1,1
"7",1,3,3,3,3,2,4,3,1,1,1,1
"8",1,3,4,4,2,2,1,2,4,4,2,3
"9",1,1,3,1,3,1,2,1,2,3,4,2
"10",4,3,1,1,3,2,3,2,4,1,3,4
"11",4,1,1,4,1,2,2,3,1,2,2,2
"12",1,4,2,2,1,4,2,2,4,2,3,1
"13",4,2,3,2,2,4,1,1,2,1,1,3
"14",3,4,2,1,3,3,1,4,2,4,1,2
"15",3,1,3,3,4,4,4,3,4,4,3,2
"16",4,3,4,2,2,1,3,4,3,3,4,1
