"","V1","V2","V3","V4","V5","V6","V7"
"1",3,2,1,2,1,3,2
"2",2,3,3,3,1,3,3
"3",1,3,2,3,3,2,3
"4",3,2,3,3,3,2,1
"5",1,1,1,3,2,3,3
"6",1,3,1,2,1,2,3
"7",2,2,1,1,3,3,1
"8",3,3,3,1,3,3,2
"9",3,3,3,2,2,1,3
"10",3,2,3,1,1,2,3
"11",1,3,2,1,1,3,1
"12",1,2,3,3,3,1,2
"13",3,3,2,1,2,3,3
"14",1,1,2,1,3,2,2
"15",1,2,3,2,3,3,3
"16",2,2,2,2,2,2,2
"17",2,2,2,2,2,2,2
"18",2,3,1,1,3,2,3
"19",2,1,1,1,1,3,3
"20",1,3,3,1,1,1,2
"21",3,1,2,2,3,3,3
"22",3,1,3,2,2,3,1
"23",1,2,2,1,2,3,2
"24",1,2,1,1,2,1,3
"25",1,3,3,3,2,1,1
"26",3,3,2,1,3,1,1
"27",2,2,2,2,2,2,2
"28",1,1,3,3,1,3,2
"29",3,1,1,1,2,1,2
"30",2,2,2,1,2,1,1
"31",2,1,2,3,1,1,1
"32",2,1,3,1,3,1,3
"33",1,1,1,2,3,1,1
"34",2,3,3,2,3,2,1
"35",1,3,1,2,3,3,2
"36",3,1,1,3,3,2,2
"37",1,2,1,3,1,2,1
"38",2,3,1,3,2,1,2
"39",1,1,3,1,2,2,1
"40",2,2,3,2,1,3,1
"41",1,1,2,2,1,1,3
"42",3,3,2,3,1,2,2
"43",3,3,1,3,2,3,1
"44",3,2,1,3,3,1,3
"45",3,1,3,2,1,1,2
"46",3,2,2,3,1,1,3
"47",2,1,2,3,3,3,1
"48",2,1,3,3,2,2,3
"49",2,2,2,2,2,2,2
"50",3,1,1,1,1,2,1
"51",2,3,1,2,1,1,1
