"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,1,3,1,1,1,3,1,2
"2",3,1,2,2,3,1,1,1,3
"3",3,1,3,2,1,3,2,2,3
"4",1,2,2,1,3,1,2,1,2
"5",1,2,1,2,2,3,1,3,3
"6",1,2,2,3,3,2,1,2,3
"7",2,1,2,1,2,2,3,2,3
"8",1,1,3,3,2,1,2,3,2
"9",2,1,3,1,2,2,1,2,3
"10",2,3,2,2,3,3,1,1,1
"11",1,1,1,2,1,1,1,2,2
"12",3,1,1,1,2,2,1,1,1
"13",2,2,3,3,2,3,2,1,3
"14",3,2,1,3,3,1,2,2,1
"15",3,2,2,3,2,1,3,1,1
"16",2,3,1,2,2,3,3,3,2
"17",2,3,2,1,2,1,1,3,2
"18",1,2,3,2,2,1,1,2,1
"19",2,2,1,2,3,2,2,1,2
"20",2,1,2,3,1,3,1,3,1
"21",1,2,2,3,1,1,3,2,3
"22",3,2,3,1,3,3,1,3,2
"23",1,1,2,2,1,2,2,1,1
"24",3,2,1,1,2,3,3,1,3
"25",3,1,1,3,1,2,3,3,2
"26",3,1,2,3,2,3,2,2,2
"27",2,3,3,3,3,1,1,2,2
"28",1,3,1,1,2,1,3,2,1
"29",2,1,3,2,3,2,3,3,1
"30",3,3,2,1,1,1,2,3,1
"31",1,1,1,3,3,3,3,1,2
"32",2,3,3,3,1,3,3,2,1
"33",1,3,2,1,1,3,1,1,2
"34",1,3,3,2,3,2,3,1,3
"35",3,2,3,2,2,1,3,3,3
"36",2,1,1,1,3,1,2,3,3
"37",1,2,2,2,1,3,3,3,2
"38",3,3,1,2,1,2,1,2,3
"39",3,2,3,3,1,2,1,1,2
"40",1,1,3,1,3,3,2,2,1
"41",1,3,1,3,2,2,1,3,1
"42",3,3,2,3,3,3,2,3,3
"43",3,3,3,2,2,2,2,1,1
"44",2,2,1,2,3,2,3,3,1
"45",3,3,2,1,3,2,3,2,2
"46",1,3,3,1,1,2,2,3,3
"47",2,2,1,1,1,3,2,2,1
"48",2,3,1,3,1,1,2,1,3
