"","V1","V2","V3","V4","V5"
"1",2,4,1,1,2
"2",1,4,3,2,4
"3",1,3,1,2,3
"4",3,2,2,2,4
"5",3,4,2,4,2
"6",3,1,4,1,1
"7",2,2,1,4,4
"8",4,4,3,2,4
"9",4,2,1,3,1
"10",2,3,4,1,4
"11",1,2,4,4,4
"12",4,4,4,3,1
"13",4,4,1,4,3
"14",3,1,2,2,2
"15",2,1,2,4,1
"16",4,1,4,3,4
"17",4,3,3,1,1
"18",3,3,4,4,3
"19",1,2,3,1,2
"20",3,4,4,1,3
"21",3,3,3,3,2
"22",1,1,1,3,2
"23",4,2,1,1,2
"24",1,1,3,4,3
"25",4,1,3,4,2
"26",2,2,4,2,2
"27",2,3,3,2,1
"28",2,1,1,2,3
"29",2,4,4,4,2
"30",3,1,1,3,4
"31",3,2,3,4,1
"32",4,1,2,1,3
"33",3,4,1,2,1
"34",1,1,4,2,1
"35",1,3,4,3,2
"36",4,2,4,2,3
"37",2,4,3,3,3
"38",4,3,2,4,4
"39",1,3,1,4,1
"40",3,2,3,3,3
"41",3,3,1,1,4
"42",2,2,2,3,1
"43",4,3,2,2,2
"44",1,2,2,1,3
"45",1,4,2,3,4
"46",2,3,2,3,3
"47",1,4,2,1,1
"48",2,1,3,1,4
