"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",1,2,3,3,3,3,2,2,1,1,1,3,2,2
"2",2,1,2,1,3,2,2,3,1,2,3,3,1,3
"3",2,1,1,1,1,3,1,2,2,1,3,3,2,2
"4",2,3,3,1,2,3,1,2,2,3,3,1,1,2
"5",3,3,2,3,2,3,2,3,3,1,1,2,1,3
"6",1,2,2,1,2,2,1,3,3,1,1,1,2,3
"7",3,2,2,1,2,1,3,1,2,1,3,1,3,2
"8",1,3,2,3,3,2,1,3,2,3,3,3,3,2
"9",2,2,1,3,3,1,2,1,1,1,3,1,2,3
"10",2,1,2,3,2,1,3,1,3,3,2,2,1,3
"11",1,1,2,2,1,2,2,1,2,1,1,3,3,3
"12",3,3,2,2,2,1,3,2,1,3,1,3,3,2
"13",1,2,2,2,1,3,1,3,1,2,2,2,3,1
"14",2,3,1,3,1,2,3,1,1,2,2,3,1,2
"15",1,3,2,3,1,3,1,1,2,3,2,1,2,3
"16",3,1,3,2,2,1,1,2,1,1,3,2,1,2
"17",1,1,3,3,2,3,3,3,2,2,3,2,3,3
"18",1,1,1,2,3,2,1,2,3,2,2,1,1,1
"19",1,2,3,2,1,2,3,1,3,2,3,1,1,2
"20",2,2,3,2,3,2,1,1,1,3,1,2,3,3
"21",3,2,1,3,3,2,2,3,2,3,3,2,1,1
"22",3,1,3,2,3,2,3,2,2,3,1,1,2,3
"23",1,1,1,2,2,1,3,3,3,1,2,3,2,2
"24",3,2,3,1,1,2,3,3,1,1,2,2,2,3
"25",1,1,2,1,1,1,2,1,1,3,3,2,2,1
"26",3,1,3,3,2,3,2,1,2,3,2,3,2,1
"27",1,3,1,2,2,1,2,3,1,2,1,1,1,2
"28",3,3,1,1,3,1,1,2,2,2,2,2,2,3
"29",2,1,1,1,2,3,2,1,1,2,1,1,3,1
"30",2,1,3,1,3,1,2,3,3,3,2,1,3,2
"31",2,1,2,3,1,3,3,2,2,1,1,1,1,1
"32",3,2,1,2,1,3,2,2,3,3,3,1,3,3
"33",1,2,1,1,2,3,3,2,1,3,2,3,1,3
"34",3,2,2,1,3,3,1,1,3,2,1,3,1,2
"35",1,2,2,3,3,1,3,2,3,2,1,2,3,1
"36",2,3,1,2,3,3,3,1,3,1,2,2,3,2
"37",2,3,3,3,1,1,2,2,3,2,3,3,2,3
"38",2,3,3,3,2,2,1,2,1,1,2,1,3,1
"39",1,3,3,1,3,1,2,1,2,1,2,2,1,1
"40",3,1,1,3,1,1,1,3,2,2,1,2,3,2
"41",2,3,1,1,1,2,3,3,3,3,1,2,2,1
"42",3,2,1,2,2,2,1,1,3,1,3,3,2,1
"43",2,2,3,2,1,1,1,3,2,3,1,3,1,1
"44",3,3,3,1,1,2,2,2,3,2,2,3,3,1
"45",3,3,2,2,3,3,3,3,1,2,3,1,2,1
