"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",4,3,1,3,2,1,1,4,3,4,4,3,3
"2",1,1,1,2,1,2,1,2,2,1,2,3,3
"3",2,2,4,2,2,1,4,1,3,4,1,1,3
"4",2,1,3,1,3,4,3,3,2,4,4,4,4
"5",4,1,3,4,4,3,2,1,1,3,3,2,3
"6",3,3,4,3,4,3,4,4,3,1,2,3,4
"7",1,2,3,1,4,2,1,4,4,3,3,2,2
"8",3,2,3,4,1,1,3,2,4,1,3,4,2
"9",3,4,2,1,1,4,2,1,4,2,2,2,4
"10",1,3,2,4,3,3,2,2,3,4,1,4,1
"11",2,3,4,3,2,4,1,2,2,1,4,1,1
"12",2,2,1,3,1,4,4,4,1,3,1,2,2
"13",4,4,4,1,2,2,2,3,1,2,1,4,2
"14",4,1,1,2,3,3,3,3,4,2,2,1,1
"15",1,4,2,4,3,1,3,3,1,2,3,1,4
"16",3,4,2,2,4,2,4,1,2,3,4,3,1
