"","V1","V2","V3","V4","V5"
"1",2,2,1,2,3
"2",1,2,2,3,3
"3",4,4,3,4,2
"4",3,2,2,2,2
"5",4,2,1,3,2
"6",1,2,3,1,1
"7",1,3,2,1,4
"8",1,1,1,4,1
"9",3,4,4,1,2
"10",1,3,3,3,2
"11",4,2,4,1,3
"12",3,1,1,1,4
"13",2,1,2,1,2
"14",3,1,3,3,3
"15",3,3,3,2,4
"16",4,3,4,3,4
"17",1,4,4,4,3
"18",1,1,4,2,4
"19",2,3,2,4,1
"20",4,1,2,4,4
"21",2,1,4,3,2
"22",2,2,3,4,4
"23",4,3,1,1,1
"24",3,4,2,3,1
"25",2,4,1,3,4
"26",4,1,3,2,1
"27",2,3,4,2,1
"28",1,4,1,2,2
"29",4,4,2,2,3
"30",3,2,4,4,1
"31",2,4,3,1,3
"32",3,3,1,4,3
