"","V1","V2","V3","V4","V5"
"1",4,2,4,1,5
"2",3,1,3,5,3
"3",4,4,4,5,1
"4",5,4,2,1,4
"5",2,3,1,4,1
"6",2,2,3,1,2
"7",3,1,1,1,3
"8",1,2,2,5,4
"9",5,5,5,2,2
"10",5,3,4,3,4
"11",4,1,2,3,2
"12",5,1,3,4,5
"13",1,1,4,4,1
"14",5,3,1,5,3
"15",1,4,1,2,2
"16",2,1,5,2,4
"17",1,5,4,1,3
"18",2,5,2,5,2
"19",3,5,2,2,5
"20",2,4,4,4,4
"21",5,2,2,2,1
"22",2,2,1,3,5
"23",4,4,3,3,3
"24",3,3,5,1,1
"25",1,3,3,2,5
"26",4,5,1,4,4
"27",3,4,5,5,5
"28",1,3,5,3,3
"29",3,5,3,3,1
"30",4,2,5,4,2
