"","V1","V2","V3","V4","V5","V6"
"1",2,1,5,3,4,5
"2",4,1,3,2,5,2
"3",3,2,5,5,5,1
"4",3,1,4,2,1,2
"5",4,5,1,4,4,5
"6",4,1,4,5,2,4
"7",1,2,5,4,1,3
"8",5,4,1,2,2,2
"9",5,3,4,4,5,4
"10",5,5,5,2,3,4
"11",1,1,2,4,4,3
"12",4,3,3,1,1,4
"13",4,3,2,1,4,1
"14",2,5,4,4,2,1
"15",3,2,1,2,5,5
"16",2,5,4,1,5,3
"17",5,5,3,5,4,2
"18",5,2,2,3,1,5
"19",3,3,3,3,3,3
"20",2,3,3,3,2,5
"21",3,5,2,3,3,2
"22",2,1,1,1,3,4
"23",1,4,1,3,5,1
"24",1,3,5,2,4,2
"25",4,4,5,3,1,1
"26",5,1,2,4,3,1
"27",3,4,5,1,2,5
"28",3,4,3,4,3,3
"29",2,3,1,5,1,2
"30",4,2,1,5,2,3
"31",1,5,2,2,1,4
"32",1,4,4,5,3,5
"33",5,2,4,1,4,3
"34",2,4,2,5,5,4
"35",1,2,3,1,2,1
