"","V1","V2","V3","V4","V5","V6"
"1",1,4,5,2,3,1
"2",2,4,3,3,3,2
"3",2,5,3,2,2,5
"4",1,3,2,3,1,2
"5",1,3,1,1,5,5
"6",4,1,3,1,4,2
"7",4,2,2,3,2,5
"8",5,5,2,5,1,3
"9",4,3,3,5,5,4
"10",5,3,3,2,4,3
"11",5,4,2,3,3,5
"12",3,4,3,5,1,1
"13",3,4,2,2,4,4
"14",5,1,4,5,4,5
"15",3,2,3,4,3,1
"16",2,1,2,5,5,1
"17",4,5,4,2,1,1
"18",2,4,1,1,1,3
"19",3,1,1,3,4,3
"20",5,2,3,1,3,4
"21",2,5,4,1,3,4
"22",3,2,5,1,1,5
"23",4,3,4,3,1,4
"24",3,5,5,5,4,2
"25",5,4,5,1,2,3
"26",3,5,1,4,2,4
"27",2,1,4,3,2,2
"28",3,1,2,1,2,1
"29",5,4,1,4,5,2
"30",1,5,3,4,5,3
"31",3,3,4,2,5,3
"32",5,3,4,4,2,1
"33",1,2,4,1,4,2
"34",3,4,4,4,5,5
"35",4,2,1,5,2,2
"36",4,5,5,3,4,5
"37",2,3,1,5,3,5
"38",2,1,5,2,5,4
"39",1,1,3,4,1,5
"40",2,3,5,4,1,2
"41",5,2,5,3,5,1
"42",4,5,2,1,5,2
"43",1,4,5,5,2,4
"44",2,2,2,4,4,4
"45",4,1,5,4,3,3
"46",1,2,4,5,3,3
"47",1,2,2,2,2,3
"48",5,1,1,2,1,4
"49",4,3,1,2,3,1
"50",1,5,1,3,4,1
