"","V1","V2","V3","V4","V5"
"1",2,3,1,2,1
"2",3,5,4,5,1
"3",5,2,2,3,1
"4",3,3,5,5,4
"5",1,1,3,4,1
"6",4,5,3,3,5
"7",3,2,1,5,4
"8",4,3,2,4,5
"9",1,5,2,1,1
"10",2,5,4,3,4
"11",3,1,2,2,4
"12",1,1,1,3,5
"13",3,4,1,1,5
"14",4,3,4,3,2
"15",4,2,3,2,1
"16",1,2,5,5,2
"17",1,5,3,5,5
"18",4,3,1,5,1
"19",4,4,2,5,2
"20",5,4,3,1,4
"21",2,1,2,5,3
"22",2,4,5,4,5
"23",3,2,4,4,3
"24",4,5,5,1,3
"25",2,1,4,3,2
"26",3,4,3,2,2
"27",2,2,3,1,5
"28",1,3,2,2,4
"29",3,4,2,3,3
"30",2,3,3,4,2
"31",5,5,4,2,2
"32",5,1,1,1,2
"33",5,5,1,4,4
"34",3,1,5,1,1
"35",5,2,3,4,3
"36",1,4,1,4,3
"37",5,4,5,4,1
"38",5,1,4,5,5
"39",1,2,4,1,4
"40",5,3,5,2,5
"41",4,2,2,2,3
"42",1,4,5,2,3
"43",2,3,4,1,3
"44",4,1,5,3,4
"45",2,5,1,3,2
