"","V1","V2","V3","V4","V5","V6"
"1",4,3,4,2,4,4
"2",1,4,4,3,2,4
"3",2,4,4,4,3,3
"4",1,3,4,3,3,1
"5",4,3,1,3,3,3
"6",4,2,3,2,3,1
"7",2,4,2,1,3,4
"8",1,3,2,4,4,4
"9",2,1,1,3,4,4
"10",1,1,1,4,3,2
"11",3,2,2,3,4,3
"12",3,2,4,3,2,3
"13",2,1,3,1,3,1
"14",3,3,4,2,1,2
"15",1,2,2,3,1,1
"16",2,4,1,3,2,2
"17",2,3,3,2,4,3
"18",2,3,3,4,1,1
"19",4,3,1,4,2,1
"20",3,2,2,2,3,3
"21",1,1,3,4,1,3
"22",4,2,1,1,4,2
"23",2,2,4,1,1,4
"24",4,4,4,1,2,1
"25",1,1,4,1,4,3
"26",1,4,1,2,4,1
"27",3,1,4,4,4,1
"28",2,2,2,4,2,2
"29",4,4,2,2,1,3
"30",3,3,3,1,2,3
"31",3,4,2,3,3,2
"32",4,2,3,4,2,4
"33",3,4,1,4,1,4
"34",2,3,1,1,1,3
"35",4,4,3,4,4,2
"36",3,3,2,1,4,1
"37",2,1,2,2,2,2
"38",1,2,3,2,3,2
"39",3,1,3,3,3,4
"40",4,1,4,3,1,2
"41",3,1,1,2,1,1
"42",1,4,3,1,1,2
"43",1,2,1,2,2,4
"44",4,1,2,1,2,4
