"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",4,2,3,4,1,1,3,1,2,3,1,2,3,4
"2",2,4,2,3,4,4,4,1,3,4,2,1,3,2
"3",3,2,3,1,4,2,4,4,1,2,2,4,4,3
"4",2,4,1,1,1,2,3,2,3,3,3,4,1,4
"5",4,4,4,2,3,3,2,1,2,1,1,4,2,2
"6",1,2,2,1,2,4,1,3,2,3,1,4,1,2
"7",4,1,1,3,3,4,3,2,2,4,3,3,4,1
"8",1,3,4,3,1,3,4,3,2,1,4,3,3,1
"9",3,4,4,1,2,4,3,3,4,3,4,2,4,3
"10",1,4,2,4,3,4,2,4,1,2,3,2,2,4
"11",2,1,3,4,4,3,2,4,4,3,4,4,3,2
"12",3,1,2,2,4,1,3,3,2,1,4,1,2,4
"13",2,3,1,2,3,1,1,1,1,4,4,3,3,3
"14",3,2,3,3,1,4,1,1,4,1,3,3,1,3
"15",4,3,4,2,4,2,1,2,3,3,3,1,1,1
"16",1,3,1,3,4,2,2,2,4,1,1,2,4,3
"17",1,2,3,1,3,1,4,1,4,2,3,2,2,1
"18",3,4,2,4,2,1,1,3,3,2,2,4,4,1
"19",3,2,1,4,2,3,4,2,1,2,4,1,1,2
"20",1,1,4,4,3,1,3,3,3,4,2,3,1,3
"21",4,1,1,1,1,2,2,4,3,1,2,2,3,2
"22",2,1,4,2,2,3,1,2,1,2,2,1,4,4
"23",4,3,2,2,2,3,4,4,4,4,1,3,2,4
"24",2,3,3,3,1,2,2,4,1,4,1,1,2,1
