"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,3,4,4,2,3,3,1,3,1
"2",3,2,3,4,4,4,2,3,1,1
"3",1,4,1,3,3,4,2,1,2,2
"4",4,4,3,2,4,2,3,1,4,2
"5",2,4,4,1,1,2,2,4,1,2
"6",1,1,2,1,2,1,2,3,4,3
"7",1,2,1,4,2,3,4,4,2,2
"8",3,3,3,2,1,1,4,1,2,4
"9",3,1,3,3,1,4,3,4,4,2
"10",4,3,2,4,1,2,2,2,2,3
"11",2,2,4,2,3,4,4,2,4,1
"12",2,1,1,4,3,2,3,1,1,4
"13",3,2,1,2,1,3,1,3,1,4
"14",4,1,3,1,2,4,2,1,3,4
"15",2,4,3,4,4,1,4,3,3,3
"16",4,4,4,3,2,4,1,3,2,3
"17",2,4,1,2,1,4,3,2,3,3
"18",4,3,1,3,3,1,2,4,3,1
"19",2,3,2,1,4,4,3,4,2,4
"20",4,2,4,2,3,1,3,4,1,3
"21",2,1,4,4,2,1,1,2,2,2
"22",1,1,3,2,4,3,1,4,3,1
"23",4,1,2,3,4,3,4,2,1,3
"24",1,3,3,1,3,3,1,1,1,3
"25",1,3,4,3,4,3,2,2,4,4
"26",2,2,2,3,1,2,1,1,4,1
"27",3,1,2,1,3,2,4,3,2,1
"28",1,2,4,3,1,2,4,3,3,4
"29",3,4,2,4,3,2,1,4,4,4
"30",3,2,1,1,4,1,1,2,3,2
"31",4,3,1,1,2,3,4,3,4,2
"32",1,4,2,2,2,1,3,2,1,1
