"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,1,2,3,2,3,3,3,2,3,1,1,1,2,3
"2",3,1,3,3,1,3,2,2,3,1,2,2,3,1,2
"3",2,3,3,1,2,3,1,2,3,3,2,3,1,2,1
"4",3,3,2,3,2,2,1,1,1,3,1,2,2,1,3
"5",3,2,2,1,3,3,1,2,2,2,3,1,3,3,3
"6",1,2,2,1,1,2,1,3,1,1,2,3,3,2,2
"7",2,3,2,1,3,1,2,1,3,1,1,2,3,3,2
"8",1,1,2,2,2,1,2,1,2,3,3,3,3,1,1
"9",2,1,3,3,3,2,1,2,1,1,3,1,2,2,1
"10",2,3,3,2,1,2,3,1,1,3,2,1,3,3,2
"11",3,1,2,1,1,2,3,3,3,2,3,2,2,3,1
"12",3,3,1,1,2,2,2,3,2,1,2,1,1,1,1
"13",1,2,2,3,2,1,3,1,3,1,3,1,1,2,2
"14",2,3,1,3,3,2,3,2,3,2,2,3,3,1,3
"15",1,1,1,1,1,1,2,2,1,3,2,1,2,2,3
"16",1,2,3,1,3,3,3,2,1,2,1,2,1,1,2
"17",1,3,1,3,3,3,2,3,2,3,3,2,2,3,2
"18",3,2,3,2,3,1,3,3,2,3,1,2,3,2,1
"19",3,2,1,2,2,3,3,1,1,1,3,3,2,2,3
"20",2,3,3,2,1,1,1,3,2,2,3,2,1,1,3
"21",2,2,1,3,1,1,2,2,1,2,1,3,1,3,1
"22",1,1,3,2,2,2,2,3,3,1,1,3,2,3,3
"23",3,1,1,2,3,1,1,1,2,2,2,3,1,3,2
"24",1,2,1,2,1,3,1,1,3,2,1,1,2,1,1
