"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",6,2,3,5,2,1,4,5
"2",6,2,4,1,1,4,2,3
"3",3,2,5,5,6,5,1,3
"4",4,4,6,1,6,3,2,2
"5",1,1,3,3,1,5,4,2
"6",4,5,4,4,4,5,6,2
"7",4,2,1,2,3,5,5,1
"8",5,4,2,1,3,1,6,2
"9",6,5,3,3,6,2,5,1
"10",4,3,1,6,4,2,5,3
"11",2,1,1,6,6,3,4,4
"12",1,6,4,1,4,3,3,2
"13",2,3,3,2,1,2,5,3
"14",2,6,4,5,2,2,5,4
"15",1,4,5,6,1,4,2,6
"16",2,5,4,2,2,6,1,1
"17",5,3,1,4,1,2,1,5
"18",2,2,5,4,5,1,6,2
"19",1,3,6,5,2,5,3,3
"20",3,6,6,2,2,3,6,5
"21",2,2,1,1,3,4,1,5
"22",1,5,1,3,6,4,6,3
"23",2,5,3,5,4,3,1,6
"24",4,3,3,4,3,6,2,6
"25",4,1,5,1,2,6,4,4
"26",5,2,4,6,3,5,6,5
"27",1,5,2,5,3,1,3,4
"28",5,6,6,4,6,5,2,5
"29",4,4,4,6,6,1,3,5
"30",4,6,1,2,1,5,3,6
"31",4,1,6,6,3,2,1,2
"32",6,3,5,5,1,3,6,1
"33",1,3,6,3,5,6,5,5
"34",2,4,3,1,5,5,6,5
"35",2,4,6,4,3,4,4,1
"36",3,4,1,3,2,1,2,1
"37",3,1,5,3,4,1,3,6
"38",6,5,5,1,3,2,4,6
"39",5,5,6,3,1,1,3,3
"40",3,5,2,6,1,6,5,4
"41",1,2,2,4,4,2,2,1
"42",5,3,4,3,5,3,1,3
"43",6,1,2,2,5,3,2,4
"44",3,6,3,2,5,1,1,4
"45",3,3,2,1,6,6,3,2
"46",6,4,2,5,5,4,5,6
"47",5,1,6,2,4,4,5,4
"48",6,6,1,4,4,6,4,3
"49",3,1,2,4,2,3,6,6
"50",1,2,4,2,6,2,4,6
"51",5,6,2,6,2,4,2,2
"52",3,6,5,6,5,4,4,1
"53",5,1,3,5,5,6,3,1
"54",6,4,5,3,4,6,1,4
