"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,5,1,5,1,5,4,3,3,3
"2",4,3,2,2,5,4,4,1,1,4
"3",3,5,2,4,4,3,5,1,5,4
"4",1,1,3,3,5,5,3,1,5,3
"5",5,1,2,3,3,1,5,3,3,5
"6",3,1,5,4,3,5,1,2,2,2
"7",5,4,4,5,2,3,3,1,2,5
"8",1,2,2,2,1,3,4,2,2,1
"9",4,5,4,1,2,2,1,3,5,3
"10",4,5,5,4,3,1,4,4,1,2
"11",5,2,2,5,3,5,3,5,4,3
"12",4,2,4,4,1,4,4,3,5,5
"13",4,1,5,1,5,3,4,4,4,4
"14",3,5,1,3,5,2,3,5,2,5
"15",4,1,1,5,4,4,3,3,2,1
"16",1,3,2,1,4,1,1,4,2,2
"17",2,2,3,5,4,3,1,5,1,5
"18",1,2,4,5,5,2,5,3,3,2
"19",3,1,1,4,1,2,1,4,3,4
"20",1,5,4,2,3,4,1,2,3,5
"21",1,3,1,1,3,4,3,4,5,5
"22",4,4,1,1,2,3,5,5,3,2
"23",2,5,2,4,5,3,2,3,4,1
"24",1,4,1,4,3,2,2,1,1,3
"25",1,3,3,4,2,5,5,4,1,4
"26",5,2,4,3,4,1,2,1,3,1
"27",2,3,5,3,4,2,5,2,2,5
"28",2,1,3,2,3,2,2,5,5,1
"29",3,5,3,1,1,2,4,1,3,2
"30",3,2,5,2,2,1,2,3,1,4
"31",5,1,3,1,1,2,3,2,1,3
"32",2,2,1,2,4,1,4,2,4,3
"33",5,4,5,2,3,4,5,2,4,1
"34",4,4,2,3,1,4,1,4,1,1
"35",5,5,3,2,4,5,2,4,2,4
"36",3,2,2,1,2,5,2,1,4,5
"37",3,4,4,3,4,5,4,5,5,2
"38",5,3,1,3,2,3,1,2,5,2
"39",2,4,4,1,5,5,3,3,1,1
"40",2,3,5,5,1,4,2,1,4,2
"41",5,3,5,4,5,3,2,5,3,3
"42",3,3,3,5,2,1,5,4,5,1
"43",2,1,4,2,2,4,5,5,2,3
"44",4,4,3,5,5,1,1,2,4,4
"45",1,4,5,3,1,1,3,5,4,4
