"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,2,1,2,4,1,4,1,1,3,2,3,1,3
"2",2,2,4,3,1,4,2,2,3,1,4,4,1,3
"3",4,3,2,4,3,4,2,1,1,4,1,2,3,2
"4",1,4,2,1,3,3,1,3,1,2,3,3,1,4
"5",4,1,2,3,1,2,3,3,2,4,3,1,1,4
"6",1,1,3,4,3,1,4,2,2,1,3,1,2,2
"7",1,3,2,2,1,2,4,1,4,2,3,4,3,1
"8",2,1,3,1,4,3,4,4,3,4,4,3,3,2
"9",3,1,4,2,3,2,1,3,4,4,1,4,2,3
"10",4,2,3,1,3,4,1,1,4,2,3,2,4,3
"11",2,3,1,3,4,3,3,1,2,1,1,4,2,4
"12",1,1,1,2,1,4,2,2,3,3,1,3,4,2
"13",3,4,3,4,1,2,1,1,3,2,1,3,1,2
"14",1,2,4,3,4,1,1,3,2,2,1,2,3,1
"15",1,2,1,4,3,2,2,4,4,3,4,2,2,4
"16",3,1,2,4,4,3,3,3,4,1,2,3,4,1
"17",3,4,1,4,1,4,4,3,2,2,4,2,3,3
"18",4,4,3,2,4,1,2,2,2,3,4,4,3,4
"19",3,3,1,3,2,3,1,4,2,4,3,4,4,1
"20",1,4,2,1,4,2,3,2,3,4,2,1,4,3
"21",2,3,3,1,1,1,2,4,2,4,2,2,1,1
"22",1,4,4,4,2,4,3,3,1,3,2,4,2,2
"23",2,2,4,4,2,1,3,1,3,4,3,3,4,4
"24",4,4,4,3,3,3,4,2,4,3,3,2,1,1
"25",4,2,3,3,2,2,4,4,1,2,1,4,4,3
"26",3,1,4,1,1,3,2,2,1,1,2,2,3,4
"27",4,2,1,2,4,4,2,4,3,2,2,1,1,2
"28",2,3,3,1,2,4,4,3,4,3,1,1,2,4
"29",3,3,4,2,3,2,3,4,1,1,4,1,4,2
"30",4,3,1,1,2,1,3,2,3,1,4,3,2,1
"31",2,4,2,3,2,1,1,4,4,1,2,1,3,3
"32",2,1,2,2,2,3,1,1,1,3,4,1,2,1
