"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,2,2,2,2,2,1,2
"2",3,1,3,3,3,2,3,2
"3",2,2,1,3,1,2,2,2
"4",3,3,2,3,1,3,3,3
"5",2,3,1,2,1,3,2,1
"6",1,3,2,1,3,2,3,1
"7",1,3,2,3,1,2,1,1
"8",3,1,1,1,2,1,3,3
"9",2,2,1,1,3,2,2,2
"10",2,2,3,1,1,3,1,3
"11",1,2,2,2,3,1,3,3
"12",3,3,2,1,3,1,1,2
"13",2,1,2,1,3,3,1,1
"14",1,1,3,2,2,2,1,3
"15",1,3,2,2,1,1,2,3
"16",1,2,3,3,2,2,3,3
"17",2,3,3,1,1,1,3,2
"18",3,1,3,1,1,2,2,1
"19",2,2,3,2,3,1,3,1
"20",1,1,1,3,1,3,2,3
"21",2,3,1,2,3,3,3,3
"22",1,3,3,3,3,3,1,2
"23",3,1,2,2,1,3,1,2
"24",3,3,1,3,3,1,2,1
"25",3,2,3,1,3,3,2,3
"26",1,3,1,3,2,1,3,2
"27",3,2,2,1,2,3,3,1
"28",3,3,3,2,2,2,1,1
"29",1,1,1,2,3,2,2,1
"30",3,2,1,2,3,2,1,3
"31",2,1,1,2,2,1,1,2
"32",2,3,3,3,2,2,2,3
"33",2,1,2,3,1,1,3,1
"34",2,2,2,3,3,3,2,2
"35",1,2,3,2,1,3,3,1
"36",3,2,3,3,1,1,1,2
"37",1,1,3,1,3,1,2,2
"38",3,2,1,3,2,3,1,1
"39",1,3,2,1,2,3,2,2
"40",2,1,2,3,3,1,1,3
"41",3,2,1,2,1,2,3,2
"42",2,1,3,3,2,3,2,1
"43",1,2,1,1,1,1,1,1
"44",2,3,1,1,2,2,1,3
"45",1,1,1,1,2,3,3,2
"46",3,3,3,2,2,1,2,3
"47",3,1,2,2,2,1,2,1
"48",2,1,2,1,1,2,3,3
