"","V1","V2","V3","V4","V5","V6"
"1",2,3,1,2,2,2
"2",3,1,2,1,2,3
"3",2,3,2,1,3,1
"4",2,2,1,1,3,3
"5",3,2,2,2,1,3
"6",3,1,1,2,3,2
"7",1,2,2,2,1,1
"8",3,2,1,3,2,1
"9",1,3,3,1,1,2
"10",2,1,3,3,1,2
"11",1,1,2,1,3,2
"12",3,2,3,1,3,1
"13",1,2,1,3,1,2
"14",2,1,1,3,3,3
"15",1,3,1,3,3,1
"16",3,1,3,1,2,2
"17",2,3,3,3,2,1
"18",1,1,3,3,2,3
"19",3,3,1,2,2,3
"20",3,3,3,2,1,1
"21",2,1,2,2,2,1
"22",3,3,1,1,1,2
"23",3,3,2,3,3,2
"24",2,2,3,2,2,2
"25",1,3,3,2,3,3
"26",3,1,2,3,1,1
"27",2,2,2,2,3,2
"28",1,2,1,1,2,1
"29",1,2,2,3,2,2
"30",1,3,2,1,2,3
"31",1,1,3,2,3,1
"32",2,3,2,3,1,3
"33",1,1,1,2,1,3
"34",2,1,1,1,1,1
"35",3,2,3,3,3,3
"36",2,2,3,1,1,3
