"","V1","V2"
"1",2,3
"2",2,1
"3",3,2
"4",1,3
"5",2,1
"6",3,2
"7",1,2
"8",3,3
"9",1,1
"10",1,1
"11",1,1
"12",3,3
"13",1,3
"14",3,1
"15",3,2
"16",2,3
"17",1,2
"18",3,3
"19",2,2
"20",2,1
"21",3,2
"22",2,3
"23",2,3
"24",3,1
"25",2,1
"26",2,2
"27",1,2
"28",1,2
"29",1,3
"30",3,1
