"","V1","V2","V3","V4","V5","V6"
"1",5,3,1,1,6,3
"2",2,2,4,6,1,4
"3",3,4,3,1,1,5
"4",1,3,6,5,3,6
"5",6,4,6,6,5,4
"6",1,1,3,1,3,1
"7",2,4,1,6,4,5
"8",5,2,5,5,4,1
"9",1,6,2,3,2,4
"10",4,6,4,6,3,2
"11",2,5,4,1,4,6
"12",6,1,3,5,2,3
"13",1,5,3,5,5,3
"14",1,4,5,2,6,2
"15",6,6,5,1,3,4
"16",6,5,1,4,4,2
"17",4,6,2,2,5,1
"18",5,5,2,5,1,6
"19",4,4,5,4,2,3
"20",5,3,4,2,1,2
"21",5,2,6,2,2,5
"22",4,1,4,4,6,6
"23",3,5,6,3,1,1
"24",2,1,6,3,5,3
"25",3,2,2,2,4,4
"26",3,2,2,6,6,2
"27",2,3,1,4,2,1
"28",3,6,5,4,6,5
"29",6,3,3,3,5,6
"30",4,1,1,3,3,5
