"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,2,2,2,1,3,3,1,3,1,1,3,2,1,1
"2",1,1,3,2,2,1,1,1,3,1,3,2,2,3,2
"3",1,1,1,1,2,3,2,1,1,2,2,2,3,1,3
"4",1,3,2,2,1,2,1,3,1,1,2,1,3,2,1
"5",2,2,3,3,1,2,2,1,1,3,1,1,2,3,3
"6",3,1,1,3,2,2,2,2,1,1,2,3,1,3,1
"7",3,3,3,3,2,3,3,3,2,1,1,2,2,2,3
"8",1,2,1,3,3,3,1,2,3,2,1,1,1,2,2
"9",2,1,2,2,3,1,1,3,1,2,1,3,2,1,3
"10",2,1,1,3,1,2,2,3,3,3,3,3,3,2,2
"11",3,1,3,1,1,2,1,2,2,3,2,1,1,1,2
"12",3,3,2,2,3,3,1,1,2,3,2,3,3,3,2
"13",2,3,1,1,2,1,2,3,3,3,1,2,2,3,1
"14",3,2,2,1,3,1,2,2,3,1,3,1,3,2,3
"15",1,2,3,3,3,1,3,2,2,3,2,2,3,1,1
"16",3,3,1,2,2,1,3,1,2,2,3,1,1,1,2
"17",2,2,3,1,3,3,3,3,1,2,3,2,1,2,1
"18",1,3,2,1,1,2,3,2,2,2,3,3,1,3,3
