"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,2,2,2,4,4,3,4,4,4,2,1,1
"2",4,2,2,3,1,1,2,2,1,4,3,4,1
"3",2,4,1,2,1,1,3,4,2,1,2,4,2
"4",3,4,2,4,1,3,3,1,1,3,1,3,3
"5",2,1,2,1,4,1,4,1,3,1,2,3,3
"6",1,2,4,2,1,4,2,1,4,2,3,4,3
"7",3,1,1,3,3,3,3,3,4,2,4,4,4
"8",2,3,4,3,3,1,2,4,4,1,1,1,3
"9",4,1,2,2,3,2,2,1,2,4,4,1,3
"10",4,1,3,4,3,4,1,3,2,1,2,3,3
"11",4,4,3,3,4,2,4,4,1,2,3,1,2
"12",2,4,3,4,2,2,4,2,4,4,3,3,4
"13",3,2,4,1,2,2,1,2,1,1,4,3,2
"14",1,3,1,1,1,2,1,3,3,4,3,1,3
"15",3,3,3,1,2,4,4,4,3,3,4,4,3
"16",2,2,1,4,1,4,2,4,2,2,4,2,2
"17",3,3,3,4,4,1,1,1,4,3,4,2,2
"18",2,2,4,3,4,4,3,1,2,4,1,4,2
"19",2,4,3,1,3,3,1,1,2,2,2,1,1
"20",2,1,4,1,4,3,2,4,1,3,3,2,4
"21",1,3,2,4,4,3,2,3,3,1,3,4,1
"22",1,1,2,3,2,2,1,4,4,3,1,3,1
"23",1,2,1,4,3,1,4,2,2,3,2,2,4
"24",4,2,3,1,1,1,3,3,3,2,1,2,4
"25",1,1,3,2,2,3,4,3,1,4,1,2,2
"26",4,4,4,3,2,3,1,3,3,4,2,2,4
"27",1,3,2,3,2,4,3,2,1,1,4,1,4
"28",4,4,1,1,3,4,2,2,3,3,1,3,2
"29",4,3,1,2,2,3,4,1,4,1,3,2,1
"30",3,1,4,4,1,2,4,2,3,2,2,1,1
"31",3,3,1,2,4,2,1,2,1,2,1,4,4
"32",1,4,4,2,3,1,3,3,2,3,4,3,1
