"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,6,1,3,2,1,2,3
"2",3,3,3,1,6,5,2,6
"3",1,4,5,2,2,2,3,6
"4",4,1,6,6,4,3,4,6
"5",3,2,1,6,3,2,6,4
"6",6,4,6,5,6,3,2,4
"7",2,6,3,4,5,2,3,1
"8",2,6,4,5,1,3,5,5
"9",1,1,3,5,2,5,1,3
"10",4,2,2,3,1,6,3,5
"11",1,5,6,3,4,5,6,4
"12",1,5,2,6,6,4,4,5
"13",5,5,5,6,1,5,3,2
"14",2,2,5,1,3,6,4,3
"15",6,3,2,3,4,3,1,2
"16",4,5,4,2,6,2,6,3
"17",2,4,2,2,1,4,6,1
"18",5,1,4,1,1,2,2,4
"19",4,6,6,1,3,4,1,2
"20",6,3,4,4,2,5,6,6
"21",5,5,1,4,3,4,1,6
"22",3,3,6,4,2,1,5,2
"23",4,3,1,5,5,6,5,3
"24",5,4,2,1,4,1,5,5
"25",6,2,3,5,3,1,4,1
"26",6,6,3,2,5,6,4,4
"27",2,2,5,4,5,1,1,5
"28",5,1,5,3,6,4,5,1
"29",3,4,4,6,4,6,2,1
"30",1,1,1,2,5,3,3,2
