"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,1,3,1,3,1,1,3,2,2
"2",3,2,3,1,1,2,3,3,2,3
"3",1,2,1,2,2,1,3,3,2,1
"4",2,3,3,3,1,3,2,2,1,3
"5",1,2,3,3,2,2,1,2,3,1
"6",1,3,3,1,2,2,1,1,1,2
"7",2,1,1,3,1,1,2,3,3,2
"8",2,2,1,1,1,2,3,1,1,1
"9",2,3,1,2,3,1,1,2,1,1
"10",2,2,3,2,3,3,1,1,3,3
"11",3,2,3,3,3,1,3,2,3,2
"12",1,1,2,3,3,2,2,1,2,1
"13",1,1,2,3,2,1,3,2,1,3
"14",3,3,1,1,3,3,3,2,2,2
"15",1,3,2,1,1,1,2,2,3,2
"16",2,3,2,1,2,3,2,3,3,1
"17",3,3,1,3,2,2,1,3,2,3
"18",1,1,1,1,3,3,2,2,2,3
"19",2,2,2,3,1,1,1,1,2,3
"20",2,1,3,2,2,2,3,3,1,1
"21",1,2,1,2,1,3,1,3,1,2
"22",3,1,2,1,1,3,1,2,3,1
"23",3,2,2,1,3,1,2,1,1,3
"24",3,3,3,2,1,1,2,1,2,1
"25",1,3,2,2,3,2,3,3,3,3
"26",3,1,1,2,2,2,2,1,3,3
"27",3,2,2,3,3,3,2,3,1,1
"28",2,3,1,3,2,3,3,1,3,2
"29",1,1,3,2,1,3,3,1,2,2
"30",3,1,2,2,2,2,1,2,1,2
