"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",4,4,4,3,2,4,3,2
"2",2,4,2,3,1,2,3,4
"3",4,2,3,3,4,3,1,3
"4",2,2,2,4,3,4,1,1
"5",2,2,1,2,3,1,2,4
"6",1,3,3,1,2,4,4,2
"7",2,1,1,4,1,2,2,2
"8",2,3,1,4,2,1,4,3
"9",1,2,2,2,4,2,4,2
"10",4,4,2,4,4,1,2,2
"11",4,2,3,2,1,1,4,3
"12",1,1,3,3,2,2,1,4
"13",2,1,4,2,1,3,3,1
"14",3,1,2,1,2,3,1,2
"15",1,2,4,4,3,3,3,3
"16",2,3,4,1,4,2,1,1
"17",3,3,4,1,3,1,3,4
"18",1,4,1,2,2,4,1,3
"19",1,3,4,3,1,1,2,2
"20",3,2,4,4,1,2,1,3
"21",3,1,3,3,3,1,4,1
"22",4,1,2,4,2,3,4,4
"23",3,4,1,1,3,3,4,2
"24",2,2,3,1,1,4,2,4
"25",1,4,3,4,3,2,3,1
"26",4,2,1,1,2,2,3,1
"27",3,1,1,3,4,4,3,3
"28",3,3,2,3,1,4,4,1
"29",3,3,3,4,4,4,2,4
"30",4,1,4,2,3,4,2,2
"31",4,4,2,1,1,3,2,3
"32",3,4,3,2,2,1,1,1
"33",4,3,1,2,3,2,1,4
"34",1,3,1,3,4,3,2,1
"35",1,1,2,1,4,1,3,3
"36",2,4,4,2,4,3,4,4
