"","V1","V2","V3","V4","V5"
"1",2,4,2,2,4
"2",2,5,1,3,6
"3",4,4,2,5,4
"4",6,5,6,3,6
"5",2,2,2,4,2
"6",5,1,6,5,4
"7",6,5,2,6,1
"8",3,2,4,2,4
"9",3,5,3,1,2
"10",2,2,4,6,6
"11",4,1,2,1,6
"12",5,6,4,4,4
"13",6,3,3,3,3
"14",1,1,5,3,3
"15",6,2,1,4,5
"16",1,3,6,1,5
"17",1,6,3,6,5
"18",5,4,4,2,1
"19",2,6,6,4,1
"20",1,4,4,5,2
"21",4,1,3,3,1
"22",3,5,5,5,3
"23",5,3,3,5,6
"24",4,3,6,6,2
"25",3,4,5,4,5
"26",4,6,5,2,5
"27",5,6,1,1,3
"28",3,1,1,6,3
"29",1,3,1,2,1
"30",6,2,5,1,2
