"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,4,2,2,2,2,2,5
"2",1,3,1,4,1,4,1,3
"3",3,1,3,4,2,4,2,4
"4",4,3,3,4,4,1,1,5
"5",4,3,4,2,5,4,5,4
"6",3,3,1,1,1,3,5,2
"7",1,2,4,5,2,1,2,3
"8",5,2,1,3,1,2,3,2
"9",2,4,1,3,4,1,3,4
"10",2,3,2,1,3,3,1,2
"11",3,4,2,3,5,5,4,3
"12",5,5,4,3,3,2,1,3
"13",4,5,1,3,2,5,4,5
"14",2,5,4,4,4,4,3,2
"15",1,2,3,2,5,1,4,2
"16",2,2,3,2,2,4,3,3
"17",4,1,3,3,5,2,1,1
"18",4,5,2,2,4,3,5,1
"19",5,4,3,4,1,3,5,3
"20",1,1,4,1,3,2,3,4
"21",4,2,4,5,1,3,2,1
"22",2,3,4,3,1,1,5,5
"23",1,5,3,5,5,3,1,4
"24",5,1,2,4,5,3,3,5
"25",5,4,1,5,5,4,2,2
"26",3,2,1,2,3,5,1,4
"27",5,3,5,1,4,1,3,1
"28",4,1,4,5,4,5,4,2
"29",1,1,1,3,4,3,2,1
"30",5,2,3,5,3,1,5,4
"31",3,1,5,3,2,4,5,1
"32",2,1,5,2,1,2,1,2
"33",2,4,5,4,5,2,5,3
"34",3,5,5,1,5,3,2,3
"35",3,3,2,5,4,2,3,3
"36",2,1,2,5,1,4,4,5
"37",5,1,2,1,4,5,2,3
"38",2,2,5,3,4,5,1,5
"39",5,3,3,4,2,5,4,1
"40",1,5,3,1,4,4,5,5
"41",1,4,3,1,1,5,3,1
"42",2,5,1,5,3,2,4,1
"43",3,4,2,4,2,1,1,1
"44",1,3,5,4,3,3,4,4
"45",4,4,5,3,3,4,2,2
"46",3,5,4,2,2,1,4,2
"47",5,2,5,1,2,3,4,4
"48",5,4,4,2,2,4,1,5
"49",4,1,1,2,3,1,5,3
"50",3,5,5,5,1,5,3,4
"51",3,2,1,1,5,2,4,5
"52",4,5,2,1,1,1,2,4
"53",2,3,4,2,5,5,2,1
"54",1,2,2,4,3,5,5,2
"55",4,4,5,5,3,2,3,5
