"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,1,6,2,5,3,4,5,5
"2",6,1,4,6,4,2,5,5,3
"3",4,6,4,5,5,1,2,6,5
"4",4,2,2,2,1,1,3,5,6
"5",1,4,3,2,6,4,1,6,3
"6",3,1,1,1,4,5,2,4,2
"7",2,5,4,1,2,2,2,4,6
"8",5,6,2,2,4,1,4,2,2
"9",6,5,2,4,5,6,1,4,4
"10",5,2,5,3,6,6,6,4,5
"11",2,2,4,1,1,3,5,3,1
"12",1,3,5,5,4,6,2,2,6
"13",3,2,5,6,1,4,1,6,4
"14",4,5,6,6,5,6,4,3,2
"15",6,3,1,3,1,5,5,2,5
"16",5,2,2,6,4,4,4,1,6
"17",3,6,1,2,6,4,4,3,6
"18",2,1,3,4,3,1,1,3,5
"19",4,4,3,2,1,6,1,2,1
"20",5,3,3,1,2,6,4,6,4
"21",2,5,2,5,6,2,5,4,4
"22",3,3,4,6,6,3,2,1,2
"23",3,4,6,4,4,5,5,6,6
"24",5,4,1,4,2,2,2,6,1
"25",1,6,2,6,1,4,3,3,2
"26",4,1,3,3,6,2,5,1,1
"27",6,1,4,2,3,3,2,2,4
"28",1,6,4,3,2,6,5,5,3
"29",6,6,3,5,2,3,6,4,6
"30",1,3,5,5,3,1,4,4,1
"31",4,6,5,1,3,5,3,1,4
"32",2,5,4,4,5,5,6,2,1
"33",4,3,1,1,5,3,6,5,3
"34",5,5,1,5,3,3,1,1,3
"35",2,3,2,3,3,1,6,6,2
"36",6,4,6,1,6,1,3,3,3
"37",2,2,6,3,2,5,2,1,3
"38",3,5,5,4,1,2,4,1,5
"39",1,2,1,4,5,2,3,2,4
"40",3,1,2,5,2,6,6,3,3
"41",6,2,3,5,6,5,3,5,1
"42",3,6,6,3,4,3,1,5,1
"43",6,5,5,2,3,4,5,6,2
"44",5,3,5,3,5,2,1,3,6
"45",5,1,6,4,1,4,3,4,2
"46",1,4,3,1,4,4,6,1,5
"47",2,4,1,6,3,5,3,5,5
"48",4,4,6,6,2,1,6,2,4
