"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,2,3,1,3,4,3,4,4,1,4,3,1,2
"2",4,1,3,4,2,2,4,1,1,3,2,3,4,3
"3",4,4,2,2,3,4,3,4,1,4,2,2,4,2
"4",1,3,4,1,3,2,3,2,1,1,1,4,3,3
"5",4,3,1,3,1,2,2,4,3,1,1,3,1,2
"6",1,3,1,4,1,3,3,4,3,4,3,1,3,3
"7",3,1,1,1,3,2,1,1,3,2,2,1,4,3
"8",3,4,4,4,1,2,1,1,3,3,4,3,3,2
"9",2,4,3,1,1,4,4,3,3,2,2,4,1,3
"10",1,2,1,1,4,1,2,1,2,4,3,3,3,2
"11",4,2,1,1,1,4,4,2,2,2,3,2,3,1
"12",1,1,3,3,1,3,3,3,1,3,1,2,2,4
"13",4,2,4,2,1,1,3,3,3,4,4,2,1,3
"14",2,3,2,1,4,2,1,4,4,3,3,2,1,4
"15",3,4,2,3,4,1,3,2,3,2,1,2,4,1
"16",2,2,3,4,3,1,1,2,1,4,3,4,1,2
"17",3,4,1,1,2,1,4,3,2,3,1,1,2,2
"18",1,3,4,4,3,1,4,4,2,2,4,2,3,1
"19",4,3,4,3,4,3,2,4,2,3,3,4,4,3
"20",1,4,1,4,2,4,1,2,1,2,2,3,2,3
"21",3,2,2,2,1,1,1,4,1,1,2,1,3,4
"22",2,1,4,3,3,1,2,4,2,2,1,3,1,4
"23",2,4,4,2,4,3,2,2,4,4,2,1,2,1
"24",1,1,4,2,2,3,4,2,3,1,3,2,4,4
"25",3,3,3,3,4,4,4,1,4,4,2,3,3,4
"26",2,1,2,4,1,1,2,2,4,1,4,2,2,3
"27",2,3,4,3,2,4,3,1,1,1,3,1,1,2
"28",2,4,2,2,1,3,2,1,1,2,4,4,4,1
"29",1,2,3,2,4,4,1,1,2,1,1,2,2,2
"30",2,1,2,2,2,2,4,4,4,4,1,4,3,2
"31",2,1,1,4,4,3,3,3,3,1,2,4,3,1
"32",2,4,3,1,2,2,3,2,2,4,4,1,4,4
"33",1,2,2,3,3,2,4,1,4,3,2,1,1,1
"34",1,2,1,3,3,4,2,3,3,3,4,4,4,4
"35",1,3,3,2,1,1,1,3,4,3,2,3,4,1
"36",4,4,3,3,3,3,1,3,4,1,4,1,3,3
"37",4,2,4,1,2,3,1,2,3,3,1,4,2,1
"38",3,1,1,2,4,3,4,2,1,3,4,3,1,3
"39",3,1,2,3,2,4,1,4,2,4,4,3,2,1
"40",3,2,4,4,2,4,2,3,4,2,1,1,4,2
"41",4,1,3,1,4,2,2,3,1,2,3,1,2,1
"42",4,3,2,4,3,3,2,1,2,4,1,2,1,4
"43",3,4,2,4,4,2,4,3,2,1,3,4,2,4
"44",4,3,1,2,2,1,3,1,4,2,3,4,2,4
