"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",4,4,6,5,1,4,1,1
"2",4,6,5,3,5,6,2,5
"3",2,4,2,1,4,3,1,6
"4",2,6,5,6,3,3,6,2
"5",5,3,1,6,2,3,2,5
"6",6,2,2,4,6,5,1,2
"7",3,2,6,6,5,2,3,6
"8",5,6,3,1,2,2,3,2
"9",1,3,6,2,3,5,2,3
"10",3,1,3,2,6,1,2,3
"11",3,3,4,1,5,6,5,1
"12",5,1,5,4,4,2,4,1
"13",2,2,2,3,1,2,5,2
"14",2,1,4,5,2,6,3,4
"15",3,6,2,4,1,5,4,6
"16",6,2,5,1,1,4,4,5
"17",1,5,1,3,4,4,3,1
"18",4,1,1,2,3,5,6,4
"19",6,5,3,6,4,6,5,3
"20",6,4,4,3,3,1,6,6
"21",1,5,4,4,2,1,1,4
"22",1,3,3,5,6,4,6,5
"23",4,4,1,5,5,1,4,3
"24",5,5,6,2,6,3,5,4
