"","V1","V2","V3","V4","V5","V6","V7"
"1",6,4,4,6,6,3,2
"2",4,6,3,3,6,6,6
"3",5,3,6,5,2,4,1
"4",4,4,5,1,1,1,4
"5",5,1,3,5,4,1,3
"6",6,1,5,2,3,6,2
"7",1,3,6,3,3,6,5
"8",6,6,6,4,4,4,4
"9",3,2,4,4,3,1,1
"10",4,1,2,4,5,6,1
"11",2,4,3,6,4,5,1
"12",3,1,6,3,1,3,3
"13",5,5,4,6,1,6,4
"14",3,3,1,6,5,3,4
"15",3,5,6,1,6,5,2
"16",1,6,3,2,5,1,4
"17",2,5,5,3,5,2,1
"18",5,2,6,2,5,2,5
"19",1,5,4,2,2,3,6
"20",2,2,3,2,6,4,3
"21",2,6,5,4,1,5,2
"22",3,3,3,1,2,6,3
"23",6,4,4,1,5,4,5
"24",3,5,2,4,6,2,5
"25",4,4,1,2,1,4,1
"26",2,2,2,3,1,5,5
"27",4,6,5,6,3,2,3
"28",6,2,1,2,4,5,4
"29",2,1,1,1,3,2,6
"30",5,6,2,1,3,3,1
"31",3,6,1,5,2,4,5
"32",1,5,1,5,4,6,3
"33",4,2,5,6,5,5,6
"34",4,1,4,4,2,3,5
"35",1,2,2,6,2,2,2
"36",5,3,1,3,6,1,2
"37",6,5,2,3,2,1,3
"38",6,3,3,5,1,2,6
"39",1,1,5,5,6,4,4
"40",2,4,6,5,4,1,6
"41",5,4,2,4,3,5,6
"42",1,3,4,1,4,3,2
