"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,2,2,3,1,1,1,1
"2",1,2,3,1,2,1,1,2
"3",2,2,2,2,2,2,2,2
"4",2,2,3,3,1,3,2,3
"5",1,2,1,3,3,3,1,1
"6",2,3,1,1,3,1,3,3
"7",3,3,1,1,2,2,1,1
"8",3,1,1,2,3,2,1,3
"9",1,3,2,1,2,3,1,3
"10",3,1,2,1,1,1,2,3
"11",1,3,2,3,1,2,1,3
"12",3,2,3,1,3,3,2,3
"13",1,1,3,3,3,1,2,3
"14",2,1,1,1,1,3,1,2
"15",3,3,3,2,2,1,1,3
"16",1,3,1,2,1,1,2,1
"17",3,2,1,2,1,3,3,1
"18",2,2,1,2,1,1,1,3
"19",2,1,2,1,3,1,1,1
"20",1,3,3,2,3,3,3,2
"21",2,3,3,1,1,3,2,1
"22",1,1,2,1,2,3,3,1
"23",3,3,1,3,2,2,3,3
"24",3,2,2,1,2,1,3,2
"25",2,1,1,3,2,2,2,1
"26",1,2,2,2,3,1,3,1
"27",1,1,1,3,1,2,3,2
"28",2,1,2,3,3,3,3,3
"29",3,2,1,3,3,1,2,2
"30",3,3,2,2,3,3,2,1
"31",3,1,3,3,2,3,1,2
"32",2,1,3,2,1,1,3,2
"33",1,2,3,1,1,2,3,3
"34",3,1,3,1,3,2,3,1
"35",1,1,3,2,1,2,1,1
"36",2,3,3,3,2,1,3,1
"37",2,2,2,2,2,2,2,2
"38",1,3,1,1,3,2,2,2
"39",3,3,2,3,1,3,3,2
"40",2,2,2,2,2,2,2,2
"41",1,1,1,2,2,3,2,3
"42",2,3,3,3,3,2,1,2
