"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,3,3,1,1,2,3,2,2,3,3,3
"2",3,1,3,1,1,1,2,2,2,1,1,3
"3",2,2,1,1,3,3,3,1,2,2,2,3
"4",3,1,1,3,3,2,2,3,1,2,2,1
"5",1,2,3,3,1,2,2,3,3,1,3,2
"6",3,2,2,1,1,2,1,1,3,2,3,1
"7",3,1,1,2,1,3,2,2,3,3,3,2
"8",1,2,1,2,1,2,3,1,2,1,1,1
"9",2,3,2,2,1,1,3,3,1,3,2,1
"10",2,1,3,2,2,3,1,3,3,1,2,1
"11",3,3,1,2,3,1,3,2,3,1,2,2
"12",1,2,3,2,2,1,3,3,1,2,1,2
"13",1,3,2,2,2,1,1,1,1,1,2,3
"14",3,2,2,1,2,3,3,2,3,3,1,1
"15",2,1,2,3,2,1,3,1,3,1,3,2
"16",3,3,3,3,2,2,1,3,2,3,2,2
"17",2,1,1,1,3,1,1,3,2,2,3,2
"18",1,1,2,3,1,1,1,2,2,3,2,1
"19",2,3,1,1,1,3,2,3,1,1,1,2
"20",1,2,1,1,2,1,2,3,3,3,2,3
"21",3,2,1,2,2,2,1,1,1,2,3,3
"22",2,1,3,1,2,2,1,1,1,3,1,2
"23",3,3,2,2,3,3,2,3,2,1,3,3
"24",1,3,3,1,3,3,1,2,3,2,2,2
"25",2,2,2,3,3,3,1,2,1,1,1,1
"26",1,1,2,1,3,2,3,2,1,1,3,1
"27",2,3,1,3,1,2,1,2,3,2,1,3
"28",1,3,1,3,2,3,2,1,2,3,3,1
"29",1,1,2,3,2,3,3,3,2,2,1,3
"30",1,1,2,2,3,2,2,1,3,3,1,3
"31",2,2,3,3,3,1,2,2,1,3,3,3
"32",3,2,3,3,1,3,3,1,1,2,2,2
"33",3,3,3,2,3,1,2,1,2,2,1,1
