"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,1,3,6,4,2,6,5
"2",3,2,2,5,6,6,5,3
"3",2,3,5,2,3,1,4,3
"4",5,5,6,1,1,2,3,5
"5",4,6,1,5,2,2,4,5
"6",3,6,4,4,6,1,3,6
"7",6,1,6,5,5,5,4,4
"8",1,5,2,1,5,1,5,4
"9",6,4,5,2,5,3,5,6
"10",3,3,6,2,4,6,2,5
"11",3,3,5,5,2,4,6,6
"12",6,2,1,1,4,4,3,4
"13",5,2,4,6,6,3,2,5
"14",6,4,3,6,2,1,1,3
"15",4,2,6,4,2,1,5,1
"16",2,6,2,2,2,3,2,1
"17",6,6,3,5,4,3,5,2
"18",6,3,2,4,1,5,2,2
"19",3,2,4,1,5,2,1,2
"20",1,6,6,3,6,4,6,3
"21",4,1,2,3,3,1,2,6
"22",1,3,1,6,3,4,3,2
"23",4,5,5,6,5,5,3,1
"24",2,1,3,3,4,6,3,1
"25",4,4,4,1,3,5,6,1
"26",5,3,1,3,6,2,4,1
"27",5,1,4,2,1,4,5,2
"28",1,1,5,4,1,3,1,4
"29",3,4,1,3,1,3,6,3
"30",4,5,3,2,6,4,1,4
"31",5,6,5,3,3,6,1,3
"32",2,5,4,6,1,6,4,4
"33",5,5,2,4,3,6,6,5
"34",1,4,6,5,4,2,2,2
"35",1,2,3,1,2,5,4,6
"36",2,4,1,4,5,5,1,6
