"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,1,1,1,1,1,2,2,3,1,3,1,2
"2",3,1,2,2,3,1,1,3,1,1,3,2,2
"3",2,3,3,3,2,1,3,1,3,1,2,2,3
"4",1,2,2,2,1,1,1,1,3,3,1,2,1
"5",2,1,2,2,1,2,3,3,1,3,1,1,3
"6",1,1,3,3,2,3,2,2,1,1,1,2,1
"7",3,1,3,2,3,2,3,2,3,2,1,3,2
"8",2,2,1,3,3,3,2,3,3,2,1,1,1
"9",3,2,2,1,2,3,2,3,3,3,3,2,3
"10",2,2,3,2,3,2,2,1,1,3,3,3,1
"11",1,1,2,3,3,2,1,1,3,2,2,1,2
"12",1,2,1,1,2,1,3,3,1,2,2,1,1
"13",1,3,3,1,3,3,1,3,2,3,2,2,2
"14",3,3,1,2,2,2,1,3,3,1,2,3,1
"15",2,3,1,1,3,1,2,2,1,2,1,3,3
"16",3,3,1,3,1,2,2,1,1,3,2,2,2
"17",2,1,1,3,2,3,1,2,2,3,2,3,3
"18",3,1,2,1,1,3,3,1,2,2,2,3,1
"19",2,3,3,2,1,3,1,2,1,2,3,1,2
"20",3,2,3,1,2,2,1,1,2,1,1,1,3
"21",1,2,3,3,1,1,2,3,2,2,3,3,3
"22",1,3,2,1,1,2,3,2,2,1,1,3,2
"23",1,2,1,2,3,3,3,1,2,1,3,2,3
"24",3,3,2,3,2,1,3,2,2,3,3,1,1
