"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,2,1,4,4,4,2,4
"2",1,3,4,5,2,1,2,1
"3",3,1,4,5,3,5,4,5
"4",5,1,3,1,4,2,2,2
"5",5,3,1,3,2,5,5,4
"6",2,2,2,2,5,5,4,1
"7",4,5,3,2,1,1,4,4
"8",4,3,5,2,5,4,1,4
"9",4,2,3,4,1,4,5,2
"10",1,1,5,2,3,3,5,3
"11",5,4,4,1,3,4,3,1
"12",4,1,2,3,2,3,1,1
"13",5,2,5,4,5,1,3,3
"14",4,4,1,5,5,3,4,2
"15",1,3,3,3,5,2,3,5
"16",3,1,1,5,1,2,3,3
"17",3,4,5,3,1,5,2,2
"18",2,4,5,4,2,2,4,4
"19",3,3,2,1,4,1,5,5
"20",2,5,3,5,4,5,1,3
"21",5,5,2,4,3,3,2,5
"22",2,2,4,1,1,3,1,5
"23",1,5,2,1,2,4,3,3
"24",2,4,1,2,3,1,1,2
"25",3,5,4,3,4,2,5,1
