"","V1","V2","V3","V4","V5","V6"
"1",1,2,3,2,2,2
"2",2,2,1,3,2,2
"3",4,2,4,3,4,4
"4",4,2,1,2,1,1
"5",1,1,1,2,4,3
"6",1,3,1,4,1,4
"7",1,1,4,3,1,1
"8",3,4,4,2,3,1
"9",3,4,2,3,1,2
"10",1,4,4,4,4,2
"11",4,4,1,4,3,3
"12",3,3,3,2,2,3
"13",4,1,4,1,3,2
"14",3,3,1,2,4,2
"15",4,4,3,1,1,3
"16",3,2,1,1,3,4
"17",2,1,2,1,1,3
"18",1,4,2,1,2,1
"19",2,3,4,1,2,4
"20",2,3,2,3,3,2
"21",2,1,3,4,3,4
"22",4,3,3,4,2,1
"23",3,1,2,4,4,1
"24",4,1,2,3,2,4
"25",3,2,4,4,1,3
"26",2,4,2,2,4,4
"27",1,3,3,3,3,3
"28",2,2,3,1,4,1
