"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,2,4,1,4,3,4,4,3,4,2,1,2
"2",1,1,2,3,4,3,2,2,3,1,3,4,4
"3",1,2,1,2,3,4,1,2,2,1,4,1,2
"4",4,4,3,4,3,3,4,3,1,1,3,2,1
"5",2,1,3,4,1,1,1,1,3,3,3,2,2
"6",4,3,2,4,3,4,3,2,3,4,1,4,2
"7",4,4,3,1,4,2,2,2,2,3,4,3,4
"8",1,4,2,4,2,1,2,4,2,4,3,4,2
"9",2,3,3,2,1,4,4,2,1,4,4,2,4
"10",2,1,3,1,1,4,3,3,2,1,2,4,3
"11",4,1,1,3,1,3,4,1,2,2,1,3,2
"12",3,2,4,4,2,4,2,4,2,3,1,2,4
"13",1,3,1,1,1,2,2,3,1,3,1,3,1
"14",2,4,2,2,3,1,4,4,3,1,1,2,4
"15",4,3,4,3,1,1,2,2,4,1,2,1,3
"16",4,2,1,2,2,3,1,3,4,4,2,3,4
"17",1,4,4,3,3,3,1,1,1,4,2,3,3
"18",1,2,4,4,2,2,4,3,4,2,4,3,3
"19",3,2,1,1,3,1,4,1,4,3,3,4,3
"20",3,4,1,3,1,3,3,4,3,3,4,1,3
"21",2,3,1,4,4,2,3,1,1,2,2,1,4
"22",3,1,2,3,4,1,3,3,2,4,4,2,1
"23",1,1,3,2,3,2,3,2,4,3,1,1,1
"24",3,2,4,2,4,1,1,3,1,2,1,4,2
"25",3,4,2,1,2,4,2,1,4,2,2,2,1
"26",2,3,3,3,4,4,1,4,4,2,3,3,1
"27",3,3,4,2,2,2,3,1,3,1,4,4,1
"28",4,1,2,1,2,2,1,4,1,2,3,1,3
