"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,2,4,2,1,4,1,2,3
"2",5,5,4,1,3,3,1,4,4
"3",1,5,2,5,1,3,3,2,3
"4",2,4,2,1,4,5,4,5,5
"5",1,3,1,2,2,5,3,3,1
"6",2,3,3,1,4,4,5,1,3
"7",1,2,4,4,3,3,5,5,1
"8",2,1,3,5,1,2,5,4,5
"9",2,4,1,4,3,1,2,1,1
"10",3,5,1,2,1,3,4,5,2
"11",4,2,5,1,5,3,4,3,5
"12",1,1,5,2,3,2,2,5,4
"13",1,3,5,5,4,1,3,2,5
"14",5,3,2,4,5,2,3,5,3
"15",4,5,1,1,5,2,2,2,3
"16",2,1,3,2,5,3,3,1,4
"17",4,2,1,4,1,4,3,4,4
"18",4,1,5,5,2,3,1,3,2
"19",5,2,3,5,3,5,4,1,2
"20",5,4,2,5,3,1,1,3,4
"21",5,1,4,3,4,4,2,3,5
"22",5,1,2,1,2,4,4,4,2
"23",2,5,4,5,5,2,4,4,2
"24",1,1,1,3,5,1,4,3,2
"25",2,2,2,3,5,5,1,2,2
"26",4,5,4,3,2,1,3,5,5
"27",3,4,3,5,2,4,2,5,1
"28",5,3,1,4,2,3,5,2,5
"29",2,3,4,1,1,1,2,4,2
"30",3,2,3,3,2,1,4,3,4
"31",4,1,4,4,4,2,3,1,3
"32",4,4,3,2,1,5,2,1,5
"33",4,3,5,3,1,5,5,5,3
"34",4,3,3,2,4,1,1,5,1
"35",3,1,4,1,3,5,3,2,1
"36",5,2,2,3,1,2,2,2,1
"37",4,5,2,4,4,4,5,3,1
"38",3,5,5,3,4,3,1,1,2
"39",3,2,1,2,4,1,5,4,4
"40",2,4,1,3,3,3,1,4,3
"41",1,4,3,1,2,2,5,3,2
"42",1,3,3,4,5,4,1,4,5
"43",2,5,5,4,2,5,2,3,4
"44",3,4,4,5,5,5,5,2,4
"45",5,4,5,2,3,1,5,2,3
"46",3,2,2,1,2,2,1,1,5
"47",5,4,5,2,5,4,3,4,1
"48",1,5,2,3,3,4,4,1,4
"49",3,1,1,5,4,5,2,5,3
"50",3,3,5,4,1,2,4,1,1
